DATETIME,lower_position,upper_position,reference_price,reference_contract
2024-06-19 07:44:44,4.787708585514956,8.405253758201123,6405.0,20240900.0
2024-06-20 05:13:23,4.2923252209915645,7.934344022979964,6320.0,20240900.0
2024-06-21 05:31:08,4.2923252209915645,7.934344022979964,6320.0,20240900.0
2024-06-24 06:51:45,5.178908542073672,8.680385507977896,6569.0,20240900.0
2024-06-25 07:05:22,5.581947453643131,9.146627077787503,6545.0,20240900.0
2024-06-26 07:07:14,5.580414680403993,9.196745584580697,6496.0,20240900.0
2024-06-27 07:02:24,6.539015528485423,10.180161828918145,6643.0,20240900.0
2024-06-28 06:41:12,6.828388386496331,10.509911107008925,6582.0,20240900.0
2024-07-01 06:21:55,6.010190857815285,9.68978532134227,6470.0,20240900.0
