DATETIME,lower_position,upper_position,reference_price,reference_contract
2024-06-19 07:44:45,-99.60210546408952,-87.29279079150864,3253.0,20240900.0
2024-06-20 05:13:24,-97.1913307054526,-84.87198831826214,3155.0,20240900.0
2024-06-21 05:31:08,-97.1913307054526,-84.87198831826214,3155.0,20240900.0
2024-06-24 06:51:46,-102.85739298427117,-90.54892152076289,3208.0,20240900.0
2024-06-25 07:05:23,-104.32646297693962,-91.86025831584213,3138.0,20240900.0
2024-06-26 07:07:14,-105.68903067523388,-92.96257841590557,3123.0,20240900.0
2024-06-27 07:02:25,-106.88958341857841,-94.11096442066469,3161.0,20240900.0
2024-06-28 06:41:13,-108.9477202857381,-95.92330310141331,3159.0,20240900.0
2024-07-01 06:21:55,-109.61942802447048,-96.3345481967721,3150.0,20240900.0
