DATE_TIME,current_contract,next_contract,carry_contract
2021-11-16 23:00:00,20211100,20211200,20211200
2021-12-14 23:00:00,20211200,20220100,20220100
2021-12-29 23:00:00,20220100,20220200,20220200
2022-02-15 23:00:00,20220200,20220300,20220300
