DATE_TIME,current_contract,next_contract,carry_contract
2022-06-15,20220600,20220900,20220900
2022-09-12,20220900,20221200,20221200
2022-11-15,20221200,20230300,20230300
2023-03-15,20230300,20230600,20230600
2023-06-09,20230600,20230900,20230900
2023-09-21,20230900,20231200,20231200
2023-12-11,20231200,20240300,20240300
