DATE_TIME,current_contract,next_contract,carry_contract
2015-06-11 23:00:00,20150600,20150900,20150900
2015-09-15 23:00:00,20150900,20151200,20151200
2015-12-15 23:00:00,20151200,20160300,20160300
2016-03-15 23:00:00,20160300,20160600,20160600
2016-06-14 23:00:00,20160600,20160900,20160900
2016-07-21 23:00:00,20160900,20161200,20161200
2016-12-15 23:00:00,20161200,20170300,20170300
2017-03-14 23:00:00,20170300,20170600,20170600
2017-06-14 23:00:00,20170600,20170900,20170900
