DATE_TIME,current_contract,next_contract,carry_contract
2019-09-06,20190900,20191200,20191200
2019-11-07,20191200,20200300,20200300
2020-03-05,20200300,20200600,20200600
2020-04-16,20200600,20200900,20200900
2020-09-01,20200900,20201200,20201200
2020-12-21,20201200,20210300,20210300
2021-03-19,20210300,20210600,20210600
2021-06-04,20210600,20210900,20210900
