DATE_TIME,current_contract,next_contract,carry_contract
2023-06-15 23:00:00,20230600,20230900,20230900
2023-09-15 23:00:00,20230900,20231200,20231200
2023-12-15 23:00:00,20231200,20240300,20240300
2024-02-21 23:00:00,20240300,20240600,20240600
