DATE_TIME,current_contract,next_contract,carry_contract
2012-06-14,20120600,20120900,20120900
2012-09-14,20120900,20121200,20121200
2012-12-14,20121200,20130300,20130300
2013-03-14,20130300,20130600,20130600
