DATE_TIME,current_contract,next_contract,carry_contract
2022-06-15 23:00:00,20220600,20220900,20220900
2022-08-04 23:00:00,20220900,20221200,20221200
2022-12-09 23:00:00,20221200,20230300,20230300
2023-01-30 23:00:00,20230300,20230600,20230600
2023-06-13 23:00:00,20230600,20230900,20230900
2023-09-14 23:00:00,20230900,20231200,20231200
