index,PRICE,CARRY,PRICE_CONTRACT,CARRY_CONTRACT
2023-09-19 23:00:00,3097.4,3108.6,20231200,20240300
2023-09-20 23:00:00,3099.0,3114.9,20231200,20240300
2023-09-21 23:00:00,3054.2,3058.25,20231200,20240300
2023-09-22 23:00:00,3083.0,3090.2,20231200,20240300
2023-09-25 23:00:00,3081.7,3089.15,20231200,20240300
2023-09-26 23:00:00,3078.95,3090.25,20231200,20240300
2023-09-27 23:00:00,3092.05,3106.0,20231200,20240300
2023-09-28 23:00:00,3138.1,3149.0,20231200,20240300
2023-09-29 23:00:00,3172.9,3180.15,20231200,20240300
2023-10-02 23:00:00,3166.75,3173.7,20231200,20240300
2023-10-03 23:00:00,3180.8,3191.5,20231200,20240300
2023-10-04 23:00:00,3165.25,3175.0,20231200,20240300
2023-10-05 23:00:00,3177.5,3191.05,20231200,20240300
2023-10-06 23:00:00,3192.75,3205.05,20231200,20240300
2023-10-09 23:00:00,3213.5,3225.2,20231200,20240300
2023-10-10 23:00:00,3229.1,3241.2,20231200,20240300
2023-10-11 23:00:00,3241.65,3253.8,20231200,20240300
2023-10-12 23:00:00,3201.7,3216.2,20231200,20240300
2023-10-13 23:00:00,3215.1,3230.7,20231200,20240300
2023-10-16 23:00:00,3258.35,3273.75,20231200,20240300
2023-10-17 23:00:00,3289.9,3300.7,20231200,20240300
2023-10-18 23:00:00,3271.0,3286.0,20231200,20240300
2023-10-19 23:00:00,3270.05,3283.55,20231200,20240300
2023-10-20 23:00:00,3284.95,3297.4,20231200,20240300
2023-10-23 23:00:00,3282.7,3294.15,20231200,20240300
2023-10-24 23:00:00,3278.1,3287.0,20231200,20240300
2023-10-25 23:00:00,3275.65,3273.0,20231200,20240300
2023-10-26 23:00:00,3230.2,3242.05,20231200,20240300
2023-10-27 23:00:00,3234.3,3246.3,20231200,20240300
2023-10-30 23:00:00,3221.85,3234.5,20231200,20240300
2023-10-31 23:00:00,3214.0,3226.0,20231200,20240300
2023-11-01 23:00:00,3211.8,3227.85,20231200,20240300
2023-11-02 23:00:00,3195.7,3212.1,20231200,20240300
2023-11-03 23:00:00,3208.75,3230.0,20231200,20240300
2023-11-06 23:00:00,3241.0,3258.65,20231200,20240300
2023-11-07 23:00:00,3253.95,3271.3,20231200,20240300
2023-11-08 23:00:00,3255.55,3274.3,20231200,20240300
2023-11-09 23:00:00,3250.1,3266.0,20231200,20240300
2023-11-10 23:00:00,3251.9,3263.0,20231200,20240300
2023-11-13 23:00:00,3257.25,3274.35,20231200,20240300
2023-11-14 23:00:00,3213.7,3233.0,20231200,20240300
2023-11-15 23:00:00,3227.55,3243.75,20231200,20240300
2023-11-16 23:00:00,3187.9,3205.65,20231200,20240300
2023-11-17 23:00:00,3209.95,3222.9,20231200,20240300
2023-11-20 23:00:00,3205.3,3219.5,20231200,20240300
2023-11-21 23:00:00,3219.0,3237.15,20231200,20240300
2023-11-22 23:00:00,3234.45,3261.7,20231200,20240300
2023-11-23 23:00:00,3218.15,3256.4,20231200,20240300
2023-11-24 23:00:00,3219.9,3261.15,20231200,20240300
2023-11-27 23:00:00,3184.45,3228.15,20231200,20240300
2023-11-28 23:00:00,3193.95,3234.45,20231200,20240300
2023-11-29 23:00:00,3175.0,3220.15,20231200,20240300
2023-11-30 23:00:00,3164.8,3207.5,20231200,20240300
2023-12-01 23:00:00,3141.3,3197.1,20231200,20240300
2023-12-04 23:00:00,3113.1,3174.5,20231200,20240300
2023-12-05 23:00:00,3143.55,3192.25,20231200,20240300
2023-12-06 23:00:00,3081.8,3133.15,20231200,20240300
