index,price
2023-09-19,
2023-09-20,0.06974067331559715
2023-09-21,-1.2553321196807485
2023-09-22,-0.6839950652106642
2023-09-25,-0.04023500383592138
2023-09-26,-0.25750402454989707
2023-09-27,1.6067178198477956
2023-09-28,2.4570175675802686
2023-09-29,2.073443864344484
2023-10-02,0.9817340935964827
2023-10-03,0.12070501150776414
2023-10-04,-0.008047000767184426
2023-10-05,-0.6345669059064912
2023-10-06,-1.2573324492316127
2023-10-09,-0.32552821544778165
2023-10-10,-0.24341798345232435
2023-10-11,-0.49007919322318877
2023-10-12,-0.9430238059159579
2023-10-13,-1.1769330551625843
2023-10-16,-0.09855996710119297
2023-10-17,0.054690297713875125
2023-10-18,-0.2796661339055571
2023-10-19,0.05700615675949716
2023-10-20,1.3838177897902249
2023-10-23,1.5332635481496795
2023-10-24,2.1061303075739213
2023-10-25,3.1047668883125956
2023-10-26,1.6337102585057517
2023-10-27,4.6869820107586975
2023-10-30,4.251356008851838
2023-10-31,4.735531144104213
2023-11-01,4.024259600378462
2023-11-02,3.6402302867518386
2023-11-03,4.130562201494335
2023-11-06,2.693714585433516
2023-11-07,2.0173796760232445
2023-11-08,2.759587473596212
2023-11-09,2.330580274147632
2023-11-10,1.6106069432797487
2023-11-13,1.922236107833372
2023-11-14,1.0496470416749126
2023-11-15,1.324975183373855
2023-11-16,1.2950460324922033
2023-11-17,0.37030384187675613
2023-11-20,0.4931378232785931
2023-11-21,0.10545114490743035
2023-11-22,0.41671564984015397
2023-11-23,-0.3586729790367098
2023-11-24,-0.44480733391482047
2023-11-27,-2.601029239800482
2023-11-28,-1.1662617121724137
2023-11-29,-1.589450387332238
2023-11-30,0.033443402156946966
2023-12-01,-0.29512861399810547
2023-12-04,-1.2836732393793873
2023-12-05,-2.2482947869091325
2023-12-06,-3.5785341280860843
2023-12-07,-3.559493659059917
2023-12-08,-3.9473469419440224
2023-12-11,-4.560001655389225
2023-12-12,-5.78566492298825
2023-12-13,-6.051140069546394
2023-12-14,-6.1618576764994515
2023-12-15,-5.723292193735154
2023-12-18,-4.889746363392059
2023-12-19,-4.747331344403966
2023-12-20,-3.9509120362943557
2023-12-21,-3.784877149355476
2023-12-22,-4.33058513803047
2023-12-25,-5.113316803585909
2023-12-26,-5.575494769305298
2023-12-27,-5.0465231727061175
2023-12-28,-4.7002572625483
2023-12-29,-5.337427189022207
2024-01-01,
2024-01-02,
2024-01-03,
2024-01-04,-4.171122288835483
2024-01-05,-4.627416512951076
2024-01-08,-3.8251194477643553
2024-01-09,-3.3692229156422613
2024-01-10,-2.4771515511658087
2024-01-11,-2.8450549404566177
2024-01-12,-2.509912228315031
2024-01-15,-2.4258526568539587
2024-01-16,-2.6024046795868117
2024-01-17,-2.7257460545217773
2024-01-18,-2.856693025354785
2024-01-19,-3.828098160331306
2024-01-22,-2.8920143579513495
2024-01-23,-0.8511578932866515
2024-01-24,-0.6529078497316964
2024-01-25,-0.8145800433789155
2024-01-26,-0.23891509521653165
2024-01-29,1.1270267449727576
