index,PRICE,CARRY,PRICE_CONTRACT,CARRY_CONTRACT
2023-09-19 23:00:00,3850.0,3850.0,20231200,20240300
2023-09-20 23:00:00,3800.0,3065.0,20231200,20240300
2023-09-21 23:00:00,3796.0,3899.0,20231200,20240300
2023-09-22 23:00:00,3810.0,3700.0,20231200,20240300
2023-09-25 23:00:00,3822.0,3800.0,20231200,20240300
2023-09-26 23:00:00,3859.0,3899.0,20231200,20240300
2023-09-27 23:00:00,3869.0,3967.0,20231200,20240300
2023-09-28 23:00:00,3890.0,3841.0,20231200,20240300
2023-09-29 23:00:00,3911.0,3841.0,20231200,20240300
2023-10-02 23:00:00,3943.0,3841.0,20231200,20240300
2023-10-03 23:00:00,3933.0,3778.0,20231200,20240300
2023-10-04 23:00:00,4000.0,4066.0,20231200,20240300
2023-10-05 23:00:00,4021.0,4010.0,20231200,20240300
2023-10-06 23:00:00,4030.0,4106.0,20231200,20240300
2023-10-09 23:00:00,4000.0,4257.0,20231200,20240300
2023-10-10 23:00:00,4010.0,4160.0,20231200,20240300
2023-10-11 23:00:00,4079.0,4300.0,20231200,20240300
2023-10-12 23:00:00,4066.0,4131.0,20231200,20240300
2023-10-13 23:00:00,4101.0,4299.0,20231200,20240300
2023-10-16 23:00:00,4182.0,4291.0,20231200,20240300
2023-10-17 23:00:00,4184.0,4321.0,20231200,20240300
2023-10-18 23:00:00,4183.0,4316.0,20231200,20240300
2023-10-19 23:00:00,4187.0,4320.0,20231200,20240300
2023-10-20 23:00:00,4178.0,4261.0,20231200,20240300
2023-10-23 23:00:00,4179.0,4170.0,20231200,20240300
2023-10-24 23:00:00,4258.0,4221.0,20231200,20240300
2023-10-25 23:00:00,4235.0,4231.0,20231200,20240300
2023-10-26 23:00:00,4205.0,4259.0,20231200,20240300
2023-10-27 23:00:00,4133.0,4114.0,20231200,20240300
2023-10-30 23:00:00,4088.0,4163.0,20231200,20240300
2023-10-31 23:00:00,4059.0,4102.0,20231200,20240300
2023-11-01 23:00:00,4045.0,4163.0,20231200,20240300
2023-11-02 23:00:00,4060.0,4164.0,20231200,20240300
2023-11-03 23:00:00,4029.0,4164.0,20231200,20240300
2023-11-06 23:00:00,4041.0,4070.0,20231200,20240300
2023-11-07 23:00:00,4046.0,4090.0,20231200,20240300
2023-11-08 23:00:00,4012.0,4076.0,20231200,20240300
2023-11-09 23:00:00,4015.0,4050.0,20231200,20240300
2023-11-10 23:00:00,4050.0,4099.0,20231200,20240300
2023-11-13 23:00:00,4030.0,4085.0,20231200,20240300
2023-11-14 23:00:00,4052.0,4107.0,20231200,20240300
2023-11-15 23:00:00,4039.0,4129.0,20231200,20240300
2023-11-16 23:00:00,4026.0,4125.0,20231200,20240300
2023-11-17 23:00:00,4034.0,4139.0,20231200,20240300
2023-11-20 23:00:00,4008.0,4068.0,20231200,20240300
2023-11-21 23:00:00,4032.0,4068.0,20231200,20240300
2023-11-22 23:00:00,4021.0,4200.0,20231200,20240300
2023-11-23 23:00:00,4083.0,4220.0,20231200,20240300
2023-11-24 23:00:00,4051.0,4200.0,20231200,20240300
