index,PRICE,CARRY,PRICE_CONTRACT,CARRY_CONTRACT
2023-09-19 23:00:00,26243.0,27365.0,20231200,20240300
2023-09-20 23:00:00,26365.0,27320.0,20231200,20240300
2023-09-21 23:00:00,25869.0,26910.0,20231200,20240300
2023-09-22 23:00:00,26158.0,27000.0,20231200,20240300
2023-09-25 23:00:00,26126.0,26804.0,20231200,20240300
2023-09-26 23:00:00,26476.0,27280.0,20231200,20240300
2023-09-27 23:00:00,26369.0,27156.0,20231200,20240300
2023-09-28 23:00:00,26536.0,27291.0,20231200,20240300
2023-09-29 23:00:00,26970.0,27634.0,20231200,20240300
2023-10-02 23:00:00,26482.0,27384.0,20231200,20240300
2023-10-03 23:00:00,26771.0,27621.0,20231200,20240300
2023-10-04 23:00:00,26687.0,27570.0,20231200,20240300
2023-10-05 23:00:00,26718.0,27561.0,20231200,20240300
2023-10-06 23:00:00,26810.0,27583.0,20231200,20240300
2023-10-09 23:00:00,27225.0,27840.0,20231200,20240300
2023-10-10 23:00:00,27258.0,27914.0,20231200,20240300
2023-10-11 23:00:00,27050.0,27820.0,20231200,20240300
2023-10-12 23:00:00,27045.0,27866.0,20231200,20240300
2023-10-13 23:00:00,26980.0,27797.0,20231200,20240300
2023-10-16 23:00:00,27485.0,28290.0,20231200,20240300
2023-10-17 23:00:00,27697.0,28501.0,20231200,20240300
2023-10-18 23:00:00,27411.0,28180.0,20231200,20240300
2023-10-19 23:00:00,27479.0,28299.0,20231200,20240300
2023-10-20 23:00:00,27552.0,28366.0,20231200,20240300
2023-10-23 23:00:00,27684.0,28498.0,20231200,20240300
2023-10-24 23:00:00,27664.0,28603.0,20231200,20240300
2023-10-25 23:00:00,27911.0,28850.0,20231200,20240300
2023-10-26 23:00:00,27532.0,28391.0,20231200,20240300
2023-10-27 23:00:00,27570.0,28488.0,20231200,20240300
2023-10-30 23:00:00,27482.0,28511.0,20231200,20240300
2023-10-31 23:00:00,27415.0,28305.0,20231200,20240300
2023-11-01 23:00:00,27440.0,28443.0,20231200,20240300
2023-11-02 23:00:00,27398.0,28385.0,20231200,20240300
2023-11-03 23:00:00,27514.0,28419.0,20231200,20240300
2023-11-06 23:00:00,27863.0,28700.0,20231200,20240300
2023-11-07 23:00:00,27893.0,28823.0,20231200,20240300
2023-11-08 23:00:00,28188.0,29100.0,20231200,20240300
2023-11-09 23:00:00,28181.0,29128.0,20231200,20240300
2023-11-10 23:00:00,28389.0,29389.0,20231200,20240300
2023-11-13 23:00:00,28811.0,29826.0,20231200,20240300
2023-11-14 23:00:00,28525.0,29505.0,20231200,20240300
2023-11-15 23:00:00,28713.0,29729.0,20231200,20240300
2023-11-16 23:00:00,28479.0,29363.0,20231200,20240300
2023-11-17 23:00:00,28559.0,29563.0,20231200,20240300
2023-11-20 23:00:00,28660.0,29745.0,20231200,20240300
2023-11-21 23:00:00,28658.0,29547.0,20231200,20240300
2023-11-22 23:00:00,28884.0,29920.0,20231200,20240300
2023-11-23 23:00:00,28951.0,29949.0,20231200,20240300
2023-11-24 23:00:00,28986.0,30003.0,20231200,20240300
2023-11-27 23:00:00,28385.0,29442.0,20231200,20240300
2023-11-28 23:00:00,28364.0,29390.0,20231200,20240300
2023-11-29 23:00:00,27981.0,29024.0,20231200,20240300
2023-11-30 23:00:00,27877.0,28872.0,20231200,20240300
2023-12-01 23:00:00,27675.0,28800.0,20231200,20240300
2023-12-04 23:00:00,27405.0,28448.0,20231200,20240300
2023-12-05 23:00:00,27896.0,28930.0,20231200,20240300
2023-12-06 23:00:00,27047.0,28120.0,20231200,20240300
2023-12-07 23:00:00,26694.0,27700.0,20231200,20240300
2023-12-08 23:00:00,26659.0,27603.0,20231200,20240300
2023-12-11 23:00:00,25777.0,26850.0,20231200,20240300
2023-12-12 23:00:00,26033.0,27100.0,20231200,20240300
2023-12-13 23:00:00,26079.0,27030.0,20231200,20240300
2023-12-14 23:00:00,25885.0,26952.0,20231200,20240300
2023-12-15 23:00:00,26800.0,27858.0,20231200,20240300
2023-12-18 23:00:00,27998.0,27998.0,20240300,20240600
2023-12-19 23:00:00,27840.0,27840.0,20240300,20240600
2023-12-20 23:00:00,27915.0,27915.0,20240300,20240600
2023-12-21 23:00:00,27598.0,27549.0,20240300,20240600
2023-12-22 23:00:00,28191.0,27125.0,20240300,20240600
2023-12-25 23:00:00,28144.0,27285.0,20240300,20240600
2023-12-26 23:00:00,28350.0,27486.0,20240300,20240600
2023-12-27 23:00:00,28213.0,27377.0,20240300,20240600
2023-12-28 23:00:00,28315.0,27114.0,20240300,20240600
2023-12-29 23:00:00,28173.0,27152.0,20240300,20240600
2024-01-03 23:00:00,28414.0,27521.0,20240300,20240600
2024-01-04 23:00:00,28330.0,27423.0,20240300,20240600
2024-01-05 23:00:00,28251.0,27256.0,20240300,20240600
2024-01-08 23:00:00,28599.0,27500.0,20240300,20240600
2024-01-09 23:00:00,28537.0,27482.0,20240300,20240600
2024-01-10 23:00:00,28450.0,27447.0,20240300,20240600
2024-01-11 23:00:00,28510.0,27230.0,20240300,20240600
2024-01-12 23:00:00,28400.0,27166.0,20240300,20240600
2024-01-15 23:00:00,28404.0,27107.0,20240300,20240600
2024-01-16 23:00:00,28410.0,26999.0,20240300,20240600
2024-01-17 23:00:00,28582.0,27236.0,20240300,20240600
2024-01-18 23:00:00,28594.0,27136.0,20240300,20240600
2024-01-19 23:00:00,28224.0,26850.0,20240300,20240600
2024-01-22 23:00:00,28286.0,26850.0,20240300,20240600
2024-01-23 23:00:00,28358.0,26890.0,20240300,20240600
2024-01-24 23:00:00,28102.0,26731.0,20240300,20240600
2024-01-25 23:00:00,27950.0,26596.0,20240300,20240600
2024-01-26 23:00:00,27978.0,26588.0,20240300,20240600
2024-01-29 23:00:00,28080.0,26711.0,20240300,20240600
2024-01-30 23:00:00,28117.0,26779.0,20240300,20240600
2024-01-31 23:00:00,28243.0,26885.0,20240300,20240600
2024-02-01 23:00:00,28321.0,26859.0,20240300,20240600
2024-02-02 23:00:00,28244.0,26966.0,20240300,20240600
2024-02-05 23:00:00,28409.0,27095.0,20240300,20240600
2024-02-06 23:00:00,28449.0,27148.0,20240300,20240600
2024-02-07 23:00:00,28807.0,27370.0,20240300,20240600
2024-02-08 23:00:00,28863.0,27433.0,20240300,20240600
2024-02-09 23:00:00,28850.0,27300.0,20240300,20240600
2024-02-12 23:00:00,29276.0,27683.0,20240300,20240600
2024-02-13 23:00:00,29216.0,27570.0,20240300,20240600
2024-02-14 23:00:00,29416.0,27757.0,20240300,20240600
2024-02-15 23:00:00,29460.0,27732.0,20240300,20240600
2024-02-16 23:00:00,29191.0,27440.0,20240300,20240600
2024-02-19 23:00:00,29351.0,27561.0,20240300,20240600
2024-02-20 23:00:00,29060.0,27351.0,20240300,20240600
2024-02-21 23:00:00,28576.0,26922.0,20240300,20240600
2024-02-22 23:00:00,28652.0,26976.0,20240300,20240600
2024-02-26 23:00:00,29318.0,27628.0,20240300,20240600
2024-02-27 23:00:00,29500.0,27742.0,20240300,20240600
2024-02-28 23:00:00,29477.0,27894.0,20240300,20240600
2024-02-29 23:00:00,29626.0,28169.0,20240300,20240600
2024-03-01 23:00:00,29654.0,28200.0,20240300,20240600
2024-03-04 23:00:00,30167.0,28555.0,20240300,20240600
2024-03-05 23:00:00,30139.0,28733.0,20240300,20240600
2024-03-06 23:00:00,30027.0,28599.0,20240300,20240600
2024-03-07 23:00:00,30051.0,28605.0,20240300,20240600
2024-03-11 23:00:00,30153.0,28659.0,20240300,20240600
2024-03-12 23:00:00,30162.0,28680.0,20240300,20240600
2024-03-13 23:00:00,30080.0,28666.0,20240300,20240600
2024-03-14 23:00:00,29757.0,28277.0,20240300,20240600
2024-03-15 23:00:00,28445.0,28445.0,20240600,20240900
2024-03-18 23:00:00,28682.0,28682.0,20240600,20240900
2024-03-19 23:00:00,30635.0,29515.0,20240600,20240900
2024-03-20 23:00:00,30750.0,29553.0,20240600,20240900
2024-03-21 23:00:00,30795.0,29781.0,20240600,20240900
2024-03-22 23:00:00,30668.0,29442.0,20240600,20240900
2024-03-25 23:00:00,30618.0,29295.0,20240600,20240900
2024-03-26 23:00:00,30514.0,29317.0,20240600,20240900
2024-03-27 23:00:00,30647.0,29326.0,20240600,20240900
2024-03-28 23:00:00,31045.0,29606.0,20240600,20240900
2024-03-29 23:00:00,30991.0,29680.0,20240600,20240900
2024-04-01 23:00:00,31126.0,29645.0,20240600,20240900
2024-04-02 23:00:00,31132.0,29596.0,20240600,20240900
2024-04-03 23:00:00,31747.0,30105.0,20240600,20240900
2024-04-04 23:00:00,31659.0,30100.0,20240600,20240900
2024-04-05 23:00:00,31684.0,30066.0,20240600,20240900
2024-04-08 23:00:00,31788.0,30192.0,20240600,20240900
2024-04-09 23:00:00,31663.0,30290.0,20240600,20240900
2024-04-10 23:00:00,31641.0,30194.0,20240600,20240900
2024-04-11 23:00:00,31769.0,30210.0,20240600,20240900
2024-04-12 23:00:00,31678.0,30080.0,20240600,20240900
2024-04-15 23:00:00,31721.0,30109.0,20240600,20240900
2024-04-16 23:00:00,31809.0,30090.0,20240600,20240900
2024-04-17 23:00:00,31547.0,29975.0,20240600,20240900
2024-04-18 23:00:00,31756.0,29994.0,20240600,20240900
2024-04-19 23:00:00,31642.0,29999.0,20240600,20240900
2024-04-22 23:00:00,32148.0,30522.0,20240600,20240900
2024-04-23 23:00:00,31804.0,30231.0,20240600,20240900
2024-04-24 23:00:00,31646.0,30110.0,20240600,20240900
2024-04-25 23:00:00,31754.0,30118.0,20240600,20240900
2024-04-26 23:00:00,31797.0,30242.0,20240600,20240900
2024-04-27 23:00:00,31737.0,30139.0,20240600,20240900
2024-04-29 23:00:00,31602.0,30118.0,20240600,20240900
2024-04-30 23:00:00,31668.0,29996.0,20240600,20240900
2024-05-02 23:00:00,31430.0,29887.0,20240600,20240900
2024-05-03 23:00:00,31494.0,29923.0,20240600,20240900
2024-05-06 23:00:00,31325.0,29719.0,20240600,20240900
2024-05-07 23:00:00,31448.0,29828.0,20240600,20240900
2024-05-08 23:00:00,31766.0,30181.0,20240600,20240900
2024-05-10 23:00:00,31969.0,30401.0,20240600,20240900
2024-05-13 23:00:00,32134.0,30568.0,20240600,20240900
2024-05-14 23:00:00,32371.0,30829.0,20240600,20240900
2024-05-15 23:00:00,32555.0,31068.0,20240600,20240900
2024-05-16 23:00:00,32700.0,31257.0,20240600,20240900
2024-05-17 23:00:00,32798.0,31455.0,20240600,20240900
2024-05-20 23:00:00,32572.0,31429.0,20240600,20240900
2024-05-21 23:00:00,32436.0,31223.0,20240600,20240900
2024-05-22 23:00:00,32754.0,31609.0,20240600,20240900
2024-05-23 23:00:00,32834.0,31630.0,20240600,20240900
