index,PRICE,CARRY,PRICE_CONTRACT,CARRY_CONTRACT
2023-09-19 23:00:00,1952.0,1995.0,20231200,20240300
2023-09-20 23:00:00,1915.0,1999.0,20231200,20240300
2023-09-21 23:00:00,1895.0,1996.0,20231200,20240300
2023-09-22 23:00:00,1905.0,2001.0,20231200,20240300
2023-09-25 23:00:00,1905.0,2001.0,20231200,20240300
2023-09-26 23:00:00,1900.0,1989.0,20231200,20240300
2023-09-27 23:00:00,1903.0,1991.0,20231200,20240300
2023-09-28 23:00:00,1886.0,1964.0,20231200,20240300
2023-09-29 23:00:00,1902.0,1983.0,20231200,20240300
2023-10-02 23:00:00,1886.0,1971.0,20231200,20240300
2023-10-03 23:00:00,1880.0,1955.0,20231200,20240300
2023-10-04 23:00:00,1843.0,1916.0,20231200,20240300
2023-10-05 23:00:00,1860.0,1935.0,20231200,20240300
2023-10-06 23:00:00,1879.0,1968.0,20231200,20240300
2023-10-09 23:00:00,1908.0,1990.0,20231200,20240300
2023-10-10 23:00:00,1921.0,1984.0,20231200,20240300
2023-10-11 23:00:00,1904.0,1970.0,20231200,20240300
2023-10-12 23:00:00,1925.0,1986.0,20231200,20240300
2023-10-13 23:00:00,1939.0,2000.0,20231200,20240300
2023-10-16 23:00:00,1958.0,2039.0,20231200,20240300
2023-10-17 23:00:00,1981.0,2050.0,20231200,20240300
2023-10-18 23:00:00,1941.0,2030.0,20231200,20240300
2023-10-19 23:00:00,1967.0,2050.0,20231200,20240300
2023-10-20 23:00:00,1979.0,2063.0,20231200,20240300
2023-10-23 23:00:00,1947.0,2019.0,20231200,20240300
2023-10-24 23:00:00,2030.0,2110.0,20231200,20240300
2023-10-25 23:00:00,2047.0,2108.0,20231200,20240300
2023-10-26 23:00:00,2022.0,2105.0,20231200,20240300
2023-10-27 23:00:00,1998.0,2097.0,20231200,20240300
2023-10-30 23:00:00,1997.0,2087.0,20231200,20240300
2023-10-31 23:00:00,1970.0,2045.0,20231200,20240300
2023-11-01 23:00:00,1962.0,2046.0,20231200,20240300
2023-11-02 23:00:00,1962.0,2052.0,20231200,20240300
2023-11-03 23:00:00,1958.0,2042.0,20231200,20240300
2023-11-06 23:00:00,1965.0,2054.0,20231200,20240300
2023-11-07 23:00:00,2003.0,2077.0,20231200,20240300
2023-11-08 23:00:00,1993.0,2076.0,20231200,20240300
2023-11-09 23:00:00,1996.0,2083.0,20231200,20240300
2023-11-10 23:00:00,2005.0,2079.0,20231200,20240300
2023-11-13 23:00:00,1977.0,2040.0,20231200,20240300
2023-11-14 23:00:00,1923.0,1992.0,20231200,20240300
2023-11-15 23:00:00,1941.0,2024.0,20231200,20240300
2023-11-16 23:00:00,1938.0,2010.0,20231200,20240300
2023-11-17 23:00:00,1942.0,2064.0,20231200,20240300
2023-11-20 23:00:00,1918.0,2010.0,20231200,20240300
2023-11-21 23:00:00,1953.0,2040.0,20231200,20240300
2023-11-22 23:00:00,1932.0,2025.0,20231200,20240300
2023-11-23 23:00:00,1909.0,2004.0,20231200,20240300
2023-11-24 23:00:00,1862.0,1947.0,20231200,20240300
2023-11-27 23:00:00,1812.0,1891.0,20231200,20240300
2023-11-28 23:00:00,1825.0,1912.0,20231200,20240300
2023-11-29 23:00:00,1793.0,1882.0,20231200,20240300
2023-11-30 23:00:00,1774.0,1852.0,20231200,20240300
2023-12-01 23:00:00,1772.0,1846.0,20231200,20240300
2023-12-04 23:00:00,1693.0,1764.0,20231200,20240300
2023-12-05 23:00:00,1783.0,1864.0,20231200,20240300
2023-12-06 23:00:00,1751.0,1830.0,20231200,20240300
2023-12-07 23:00:00,1756.0,1831.0,20231200,20240300
2023-12-08 23:00:00,1767.0,1852.0,20231200,20240300
2023-12-11 23:00:00,1736.0,1819.0,20231200,20240300
2023-12-12 23:00:00,1739.0,1817.0,20231200,20240300
2023-12-13 23:00:00,1725.0,1805.0,20231200,20240300
2023-12-14 23:00:00,1715.0,1798.0,20231200,20240300
2023-12-15 23:00:00,1733.0,1818.0,20231200,20240300
2023-12-18 23:00:00,1825.0,1924.0,20240300,20240600
2023-12-19 23:00:00,1893.0,1988.0,20240300,20240600
2023-12-20 23:00:00,1881.0,1915.0,20240300,20240600
2023-12-21 23:00:00,1875.0,1913.0,20240300,20240600
2023-12-22 23:00:00,1856.0,1939.0,20240300,20240600
2023-12-25 23:00:00,1823.0,1912.0,20240300,20240600
2023-12-26 23:00:00,1785.0,1889.0,20240300,20240600
2023-12-27 23:00:00,1766.0,1875.0,20240300,20240600
2023-12-28 23:00:00,1704.0,1828.0,20240300,20240600
2023-12-29 23:00:00,1697.0,1801.0,20240300,20240600
2024-01-03 23:00:00,1720.0,1829.0,20240300,20240600
2024-01-04 23:00:00,1778.0,1832.0,20240300,20240600
2024-01-05 23:00:00,1778.0,1837.0,20240300,20240600
2024-01-08 23:00:00,1757.0,1834.0,20240300,20240600
2024-01-09 23:00:00,1770.0,1865.0,20240300,20240600
2024-01-10 23:00:00,1775.0,1865.0,20240300,20240600
2024-01-11 23:00:00,1812.0,1870.0,20240300,20240600
2024-01-12 23:00:00,1812.0,1853.0,20240300,20240600
2024-01-15 23:00:00,1841.0,1871.0,20240300,20240600
2024-01-16 23:00:00,1835.0,1865.0,20240300,20240600
2024-01-17 23:00:00,1885.0,1894.0,20240300,20240600
2024-01-18 23:00:00,1894.0,1932.0,20240300,20240600
2024-01-19 23:00:00,1926.0,1929.0,20240300,20240600
2024-01-22 23:00:00,1916.0,1892.0,20240300,20240600
2024-01-23 23:00:00,1914.0,1891.0,20240300,20240600
2024-01-24 23:00:00,1991.0,1934.0,20240300,20240600
2024-01-25 23:00:00,1957.0,1968.0,20240300,20240600
2024-01-26 23:00:00,1965.0,1998.0,20240300,20240600
2024-01-29 23:00:00,1975.0,1974.0,20240300,20240600
2024-01-30 23:00:00,1983.0,1971.0,20240300,20240600
2024-01-31 23:00:00,2008.0,1981.0,20240300,20240600
2024-02-01 23:00:00,2017.0,2002.0,20240300,20240600
2024-02-02 23:00:00,1995.0,1993.0,20240300,20240600
2024-02-05 23:00:00,2010.0,2000.0,20240300,20240600
2024-02-06 23:00:00,2041.0,2038.0,20240300,20240600
2024-02-07 23:00:00,2023.0,2027.0,20240300,20240600
2024-02-08 23:00:00,1992.0,2003.0,20240300,20240600
2024-02-09 23:00:00,1950.0,1943.0,20240300,20240600
2024-02-12 23:00:00,2014.0,2100.0,20240300,20240600
2024-02-13 23:00:00,1980.0,2072.0,20240300,20240600
2024-02-14 23:00:00,1939.0,1999.0,20240300,20240600
2024-02-15 23:00:00,1974.0,2002.0,20240300,20240600
2024-02-16 23:00:00,1951.0,2013.0,20240300,20240600
2024-02-19 23:00:00,1955.0,2013.0,20240300,20240600
2024-02-20 23:00:00,1928.0,1910.0,20240300,20240600
2024-02-21 23:00:00,1854.0,1878.0,20240300,20240600
2024-02-22 23:00:00,1877.0,1913.0,20240300,20240600
2024-02-26 23:00:00,1955.0,1926.0,20240300,20240600
2024-02-27 23:00:00,1914.0,1898.0,20240300,20240600
2024-02-28 23:00:00,1877.0,1880.0,20240300,20240600
2024-02-29 23:00:00,1978.0,2000.0,20240300,20240600
2024-03-01 23:00:00,2003.0,2015.0,20240300,20240600
2024-03-04 23:00:00,2005.0,2004.0,20240300,20240600
2024-03-05 23:00:00,2001.0,2033.0,20240300,20240600
2024-03-06 23:00:00,2010.0,2022.0,20240300,20240600
2024-03-07 23:00:00,2068.0,2060.0,20240300,20240600
2024-03-11 23:00:00,2168.0,2216.0,20240300,20240600
2024-03-12 23:00:00,2104.0,2179.0,20240300,20240600
2024-03-13 23:00:00,2052.0,2105.0,20240300,20240600
