DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2024-06-18 23:00:00,197.8,197.8,197.8,20240900,20241200,20241200
2024-06-19 23:00:00,198.0,198.0,198.0,20240900,20241200,20241200
2024-06-21 23:00:00,205.9,203.7,203.7,20240900,20241200,20241200
2024-06-24 23:00:00,204.7,203.7,203.7,20240900,20241200,20241200
2024-06-25 23:00:00,200.1,203.7,203.7,20240900,20241200,20241200
2024-06-26 23:00:00,202.4,203.7,203.7,20240900,20241200,20241200
2024-06-27 23:00:00,202.3,203.7,203.7,20240900,20241200,20241200
2024-06-28 23:00:00,205.4,203.7,203.7,20240900,20241200,20241200
2024-07-01 23:00:00,203.1,203.7,203.7,20240900,20241200,20241200
2024-07-02 23:00:00,203.8,203.7,203.7,20240900,20241200,20241200
2024-07-03 23:00:00,204.5,203.7,203.7,20240900,20241200,20241200
2024-07-04 23:00:00,204.1,203.7,203.7,20240900,20241200,20241200
2024-07-05 23:00:00,202.7,203.7,203.7,20240900,20241200,20241200
2024-07-08 23:00:00,205.5,203.7,203.7,20240900,20241200,20241200
2024-07-09 23:00:00,202.3,203.7,203.7,20240900,20241200,20241200
2024-07-10 23:00:00,204.4,203.7,203.7,20240900,20241200,20241200
2024-07-11 23:00:00,211.7,203.7,203.7,20240900,20241200,20241200
2024-07-12 23:00:00,216.8,212.0,212.0,20240900,20241200,20241200
2024-07-15 23:00:00,221.1,221.0,221.0,20240900,20241200,20241200
2024-07-16 23:00:00,224.5,220.0,220.0,20240900,20241200,20241200
2024-07-17 23:00:00,225.3,227.8,227.8,20240900,20241200,20241200
2024-07-18 23:00:00,223.1,221.2,221.2,20240900,20241200,20241200
2024-07-19 23:00:00,218.5,218.0,218.0,20240900,20241200,20241200
2024-07-22 23:00:00,220.0,218.0,218.0,20240900,20241200,20241200
2024-07-23 23:00:00,224.2,218.0,218.0,20240900,20241200,20241200
2024-07-24 23:00:00,224.2,223.0,223.0,20240900,20241200,20241200
2024-07-25 23:00:00,224.0,221.0,221.0,20240900,20241200,20241200
2024-07-26 23:00:00,223.9,218.0,218.0,20240900,20241200,20241200
2024-07-29 23:00:00,223.4,218.0,218.0,20240900,20241200,20241200
2024-07-30 23:00:00,223.2,222.0,222.0,20240900,20241200,20241200
2024-07-31 23:00:00,225.8,224.0,224.0,20240900,20241200,20241200
2024-08-01 23:00:00,218.8,226.0,226.0,20240900,20241200,20241200
2024-08-02 23:00:00,211.7,215.0,215.0,20240900,20241200,20241200
2024-08-05 23:00:00,205.5,201.0,201.0,20240900,20241200,20241200
2024-08-06 23:00:00,206.2,199.6,199.6,20240900,20241200,20241200
