index,0
2023-09-19,
2023-09-20,
2023-09-21,
2023-09-22,
2023-09-25,
2023-09-26,
2023-09-27,
2023-09-28,
2023-09-29,
2023-10-02,
2023-10-03,-0.17787506758914737
2023-10-04,-0.18793917441181465
2023-10-05,-0.21631222224111682
2023-10-06,-0.2269163445061438
2023-10-09,-0.19200030668926746
2023-10-10,-0.1411958794909293
2023-10-11,-0.1279385518183818
2023-10-12,-0.07976888014825996
2023-10-13,-0.01571307902982622
2023-10-16,0.06039516780210817
2023-10-17,0.1356329455962547
2023-10-18,0.1565309375405229
2023-10-19,0.19428274585050845
2023-10-20,0.2366464562953702
2023-10-23,0.24697293564791836
2023-10-24,0.26885140756413023
2023-10-25,0.2884608430768622
2023-10-26,0.30659404614424013
2023-10-27,0.32036192845195793
2023-10-30,0.3401365526304142
2023-10-31,0.3523572699312745
2023-11-01,0.3662305012292486
2023-11-02,0.3814485613373659
2023-11-03,0.3986845842980221
2023-11-06,0.4247423637378251
2023-11-07,0.46070947096001325
2023-11-08,0.5087131170029915
2023-11-09,0.5613134353202354
2023-11-10,0.6189333558227778
2023-11-13,0.6565280092615776
2023-11-14,0.5957529567203247
2023-11-15,0.5707084019406714
2023-11-16,0.5626793094483714
2023-11-17,0.5717353098928917
2023-11-20,0.543569229139055
2023-11-21,0.5556266665193401
2023-11-22,0.5444981579343017
2023-11-23,0.49673674652477895
2023-11-24,0.3558693613124988
2023-11-27,0.1934129786323651
2023-11-28,0.10083612382911247
2023-11-29,0.014189016355260046
2023-11-30,-0.057090358376620284
2023-12-01,-0.11442006729722276
2023-12-04,-0.16674272047746072
2023-12-05,-0.19346585402505181
2023-12-06,-0.2205750686196053
2023-12-07,-0.24492297272352415
2023-12-08,-0.26754430774031823
2023-12-11,-0.292396276636198
2023-12-12,-0.31733897942844436
2023-12-13,-0.34519000549202744
2023-12-14,-0.37582358168458674
2023-12-15,-0.41039403341267616
2023-12-18,-0.45893810512666505
2023-12-19,-0.48804881621412155
2023-12-20,-0.523976503994963
2023-12-21,-0.5653393033627414
2023-12-22,-0.6138361838323476
2023-12-25,-0.6533118209850978
2023-12-26,-0.6858756507686937
2023-12-27,-0.7210139242513808
2023-12-28,-0.715955716534969
2023-12-29,-0.7287438064025659
2024-01-01,-0.7229393033202626
2024-01-02,-0.7197918228179825
2024-01-03,-0.7260357052721261
2024-01-04,-0.7528562314626542
2024-01-05,-0.7989054657759111
2024-01-08,-0.8500812881900387
2024-01-09,-0.9207379663894604
2024-01-10,-1.014242140302993
2024-01-11,-1.1123039885741912
2024-01-12,-1.2126518680257856
2024-01-15,-1.3271446166781962
2024-01-16,-1.4626511910677227
2024-01-17,-1.5483673646224219
2024-01-18,-1.6435177594779686
2024-01-19,-1.695060959009219
2024-01-22,-1.752004280008243
2024-01-23,-1.8053104123407984
2024-01-24,-1.6911750758015285
2024-01-25,-1.628063930048294
2024-01-26,-1.5795060979609294
2024-01-29,-1.5291223354575623
2024-01-30,-1.4779348503146608
2024-01-31,-1.3875229311658404
2024-02-01,-1.2906350649149814
2024-02-02,-1.2333803181739422
2024-02-05,-1.1594191438482595
2024-02-06,-1.0475065871450082
2024-02-07,-0.9700735822755077
2024-02-08,-0.9291658917095664
2024-02-09,-0.9255566504628735
2024-02-12,-0.8530708330975169
2024-02-13,-0.8139821825418553
2024-02-14,-0.8017583900631691
2024-02-15,-0.7681907415347994
2024-02-16,-0.755970501218572
2024-02-19,-0.7517328231776518
2024-02-20,-0.7662191225406655
2024-02-21,-0.7649173307258296
2024-02-22,-0.7719610672727176
2024-02-23,-0.7444328045154505
2024-02-26,-0.7387930448667608
2024-02-27,-0.769500581286396
2024-02-28,-0.7945579031582302
2024-02-29,-0.7678600351272353
2024-03-01,-0.7505566302292952
2024-03-04,-0.752000854723144
2024-03-05,-0.7642286796152722
2024-03-06,-0.7886065133160789
2024-03-07,-0.7644121283243449
2024-03-08,-0.7749949059464349
2024-03-11,-0.8130038273583807
2024-03-12,-0.8211273850829128
2024-03-13,-0.835171837981298
2024-03-14,-0.8674952938556187
2024-03-15,-0.9366009776768287
2024-03-18,-1.0120317223567343
2024-03-19,-1.0674339214597472
2024-03-20,-1.1559601953042158
2024-03-21,-1.2613504199832433
2024-03-22,-1.3726650038950132
2024-03-25,-1.4887177991432248
2024-03-26,-1.6088989276903543
2024-03-27,-1.7233411839777384
2024-03-28,-1.8333227679101958
2024-03-29,-1.9330891098518486
2024-04-01,-2.04804090135519
2024-04-02,-2.1652047448326495
2024-04-03,-2.097023328739145
2024-04-04,-2.0853516952090216
2024-04-05,-2.113733761833163
2024-04-08,-1.987075945592517
2024-04-09,-1.9939436180789176
2024-04-10,-2.0325943639601243
2024-04-11,-2.088508762474217
2024-04-12,-2.118681944444023
2024-04-15,-2.11131928431505
2024-04-16,-2.1009674793624
2024-04-17,-2.0628585072861845
2024-04-18,-2.0642597964967546
2024-04-19,-2.085712609309008
2024-04-22,-2.1380242705822674
2024-04-23,-2.189815749686666
2024-04-24,-2.2204627203571796
2024-04-25,-2.2205386866330996
2024-04-26,-2.2349142739991152
2024-04-29,-2.2077613228034303
2024-04-30,-2.2250942711661654
2024-05-01,-2.221405294296719
2024-05-02,-2.218583788282365
2024-05-03,-2.161307001247121
2024-05-06,-2.157640712192321
2024-05-07,-1.4078898997395604
2024-05-08,-1.1810138118830247
2024-05-09,-1.0575475989682113
2024-05-10,-0.9564344905549772
2024-05-13,-0.8727380344161491
2024-05-14,-0.8345354922983871
2024-05-15,-0.8228841307102651
2024-05-16,-0.8186301292958802
2024-05-17,-0.8136537161501499
2024-05-20,-0.8145842822315706
2024-05-21,-0.8298963034893915
2024-05-22,-0.8461298169664048
2024-05-23,-0.8580957755787199
2024-05-24,-0.8365224544842463
2024-05-27,-0.8383775227227537
2024-05-28,-0.8550946953342398
2024-05-29,-0.8847338296429375
2024-05-30,-0.9220024979562467
2024-05-31,-0.93454009613943
