DATETIME,position
2024-06-19 07:56:56,-12.0
2024-06-24 10:33:33,-11.0
2024-06-25 07:12:49,-10.0
2024-06-26 07:12:31,-9.0
2024-06-27 07:15:41,-8.0
2024-06-28 07:10:07,-7.0
2024-07-01 11:36:11,-6.0
