DATETIME,position
2024-06-19 07:58:20,1.0
2024-06-20 07:06:34,0.0
2024-06-21 07:06:25,-1.0
2024-06-24 10:34:50,-3.0
2024-06-25 07:13:51,-4.0
2024-06-26 07:13:20,-6.0
2024-06-27 07:16:29,-8.0
2024-06-28 07:11:34,-9.0
2024-07-01 11:37:10,-10.0
