DATETIME,position
2024-06-19 07:58:07,-87.0
2024-06-24 10:34:36,-91.0
2024-06-25 07:13:38,-96.0
2024-06-26 07:13:06,-102.0
2024-06-27 07:16:15,-109.0
2024-06-28 07:11:17,-118.0
2024-07-01 11:37:00,-127.0
