DATETIME,position
2024-06-19 07:57:19,-15.0
2024-06-20 07:06:19,-16.0
2024-06-21 07:04:06,-17.0
2024-06-24 10:33:44,-20.0
2024-06-25 07:13:03,-24.0
2024-06-26 07:12:42,-28.0
2024-06-27 07:15:54,-34.0
2024-06-28 07:10:44,-38.0
2024-07-01 11:36:36,-43.0
