index,price
2023-09-19,
2023-09-20,
2023-09-21,
2023-09-22,
2023-09-25,
2023-09-26,
2023-09-27,
2023-09-28,
2023-09-29,
2023-10-02,
2023-10-03,0.7089254213865684
2023-10-04,0.4577837228819813
2023-10-05,0.43257873150472065
2023-10-06,0.49424081025132655
2023-10-09,0.6018941793827683
2023-10-10,0.6452018524601236
2023-10-11,0.6388222315330836
2023-10-12,0.20047353710799953
2023-10-13,0.1636106919612498
2023-10-16,0.4696538508542911
2023-10-17,0.6588415306838591
2023-10-18,0.47580307603892613
2023-10-19,0.3515599211843453
2023-10-20,0.3625362260078557
2023-10-23,0.2956796326771082
2023-10-24,0.20408567861562946
2023-10-25,0.1337685523627933
2023-10-26,-0.24806457635109483
2023-10-27,-0.29369655798109945
2023-10-30,-0.36365469073207546
2023-10-31,-0.39880981825057343
2023-11-01,-0.3755541389070734
2023-11-02,-0.45956127086026666
2023-11-03,-0.3044720078067687
2023-11-06,0.08705067800818363
2023-11-07,0.30452035520186393
2023-11-08,0.3370454281229067
2023-11-09,0.24498267026993384
2023-11-10,0.2063738921556562
2023-11-13,0.22748520645807788
2023-11-14,-0.30850714186074624
2023-11-15,-0.2618468147029085
2023-11-16,-0.6496504587903934
2023-11-17,-0.4294160206682618
2023-11-20,-0.36217048185861805
2023-11-21,-0.1382932101522661
2023-11-22,0.12852042636409616
2023-11-23,-0.020475895596782805
2023-11-24,-0.035847682644849936
2023-11-27,-0.49771025527728063
2023-11-28,-0.42611492137253876
2023-11-29,-0.5717905608081993
2023-11-30,-0.6300077719245394
2023-12-01,-0.7766035042887124
2023-12-04,-0.9041789729657297
2023-12-05,-0.5152699186129492
2023-12-06,-0.7978940902499054
2023-12-07,-0.6946171478725979
2023-12-08,-0.5641606072138626
2023-12-11,-0.7078591407536946
2023-12-12,-0.6056884854542159
2023-12-13,-0.4650733408074476
2023-12-14,-0.5052155057592262
2023-12-15,-0.18791166218534694
2023-12-18,0.12768566398010667
2023-12-19,0.22214001293892038
2023-12-20,0.33990321355460207
2023-12-21,0.22688733819791018
2023-12-22,0.24383075943756077
2023-12-25,0.1643890414197164
2023-12-26,0.17621175475491438
2023-12-27,0.14370626509375775
2023-12-28,0.09480351372419914
2023-12-29,0.11295497433191787
2024-01-01,0.11295497433191787
2024-01-02,0.11295497433191787
2024-01-03,0.11295497433191787
2024-01-04,0.027629597094143872
2024-01-05,-0.023899960717386037
2024-01-08,0.0832700519724108
2024-01-09,0.1533240726154504
2024-01-10,0.22242110776618845
2024-01-11,0.24148165365383098
2024-01-12,0.37354094509178526
2024-01-15,0.23209378256386143
2024-01-16,0.09955865910617105
2024-01-17,0.1208237208117948
2024-01-18,0.04735882119897344
2024-01-19,-0.0971786155322308
2024-01-22,-0.0419663227235474
2024-01-23,-0.05597565837379235
2024-01-24,-0.15638809117080968
2024-01-25,-0.2322638247025403
2024-01-26,-0.1524504473955913
2024-01-29,0.02413988891304629
2024-01-30,0.22521951390598818
2024-01-31,0.5039337395038644
2024-02-01,0.5806154365101606
2024-02-02,0.5990822675010679
2024-02-05,0.43419705769241873
2024-02-06,0.4679990105636173
2024-02-07,0.5849023296581071
2024-02-08,0.27425540860097664
2024-02-09,0.08532881144849379
2024-02-12,0.11590150115476569
2024-02-13,0.07657074464060143
2024-02-14,0.02956202991925026
2024-02-15,0.16224511678733786
2024-02-16,-0.25675152887490243
2024-02-19,-0.22498305767141785
