index,price
2023-09-19,
2023-09-20,
2023-09-21,
2023-09-22,
2023-09-25,
2023-09-26,
2023-09-27,
2023-09-28,
2023-09-29,
2023-10-02,
2023-10-03,0.12485296838567103
2023-10-04,0.13672350029675157
2023-10-05,0.1503877267219993
2023-10-06,0.1645707102244187
2023-10-09,0.17693898752675039
2023-10-10,0.189500720830711
2023-10-11,0.20356537938736044
2023-10-12,0.2175613476458454
2023-10-13,0.2316677970802236
2023-10-16,0.2434165083173518
2023-10-17,0.25707138025704557
2023-10-18,0.27120004138893933
2023-10-19,0.28527459568450897
2023-10-20,0.29890620822119585
2023-10-23,0.3122188390700435
2023-10-24,0.32588051707163007
2023-10-25,0.3398901054168054
2023-10-26,0.35277446038780136
2023-10-27,0.3595728419671845
2023-10-30,0.3606803866902656
2023-10-31,0.35732260880900757
2023-11-01,0.35166185760591556
2023-11-02,0.3492578771461544
2023-11-03,0.34044284289416565
2023-11-06,0.33486431312724063
2023-11-07,0.3307829058439598
2023-11-08,0.3178962005523359
2023-11-09,0.3065222104011872
2023-11-10,0.305576564773764
2023-11-13,0.29908712528895876
2023-11-14,0.29942825682593843
2023-11-15,0.2958879285663607
2023-11-16,0.28809690944117355
2023-11-17,0.28357327285284567
2023-11-20,0.2688875040976479
2023-11-21,0.2647771424942027
2023-11-22,0.2562773849170423
2023-11-23,0.2718302734371198
2023-11-24,0.2761024510166313
2023-11-27,0.269521200665555
2023-11-28,0.2724180939415839
2023-11-29,0.2495403960621247
2023-11-30,0.21405205108443767
2023-12-01,0.19376049219180877
2023-12-04,0.144011630829503
2023-12-05,0.09187285086747725
2023-12-06,0.04060810837252117
2023-12-07,-0.019006375072872235
2023-12-08,-0.0714168997118468
2023-12-11,-0.11881098408167937
2023-12-12,-0.16148502699064748
2023-12-13,-0.20179233108451133
2023-12-14,-0.23754482069137248
2023-12-15,-0.23629432090765967
2023-12-18,-0.2362746339893305
2023-12-19,-0.2524387219910037
2023-12-20,-0.2745644076573816
2023-12-21,-0.26175143669403217
2023-12-22,-0.18073497923106474
2023-12-25,-0.13872139576460288
2023-12-26,-0.11015310745663548
2023-12-27,-0.12184855389575834
2023-12-28,-0.12082662912098927
2023-12-29,-0.10035620800275258
2024-01-01,-0.10035620800275258
2024-01-02,-0.10035620800275258
2024-01-03,-0.10035620800275258
2024-01-04,-0.09199536917433238
2024-01-05,-0.08029342919321351
2024-01-08,-0.07786000567634299
2024-01-09,-0.05327234384084343
2024-01-10,-0.047046959079089797
2024-01-11,-0.054170066133063216
2024-01-12,-0.06817200151214879
2024-01-15,-0.09404211061968967
2024-01-16,-0.11281582457607627
2024-01-17,-0.11515063917454908
2024-01-18,-0.1341588288953282
2024-01-19,-0.16065316579228645
2024-01-22,-0.17243900494715994
2024-01-23,-0.1779192659759487
2024-01-24,-0.1972065788576689
2024-01-25,-0.20269834225336014
2024-01-26,-0.2167018784372403
2024-01-29,-0.23981801434404362
2024-01-30,-0.2679589446439429
2024-01-31,-0.2881441759173436
2024-02-01,-0.2619936379787585
2024-02-02,-0.2848064465448575
2024-02-05,-0.33410336287305614
2024-02-06,-0.38036372167642774
2024-02-07,-0.4128373086791749
2024-02-08,-0.4518072815103655
2024-02-09,-0.48776141883770996
2024-02-12,-0.5222074571020248
2024-02-13,-0.5549687658168048
2024-02-14,-0.5789183038664406
2024-02-15,-0.6068711051792863
2024-02-16,-0.6232246026984516
2024-02-19,-0.634032861559066
