index,price
2023-09-19,
2023-09-20,
2023-09-21,
2023-09-22,
2023-09-25,4.553571428571329
2023-09-26,2.7120535714284792
2023-09-27,10.384615384615485
2023-09-28,16.874999999999957
2023-09-29,18.966942148760367
2023-10-02,18.27306118481355
2023-10-03,19.424880394576515
2023-10-04,16.532444502425154
2023-10-05,17.980206012003347
2023-10-06,19.326758141312997
2023-10-09,19.7755885807653
2023-10-10,19.925196475102037
2023-10-11,19.97506552297982
2023-10-12,6.0475320180970815
2023-10-13,6.082161634972676
2023-10-16,15.360720760537204
2023-10-17,18.453573610795264
2023-10-18,15.000538762894239
2023-10-19,12.884893945049388
2023-10-20,16.131699343158513
2023-10-23,16.533695699458608
2023-10-24,15.276915951177848
2023-10-25,14.11724862770464
2023-10-26,-3.244339584053018
2023-10-27,-12.583400743550493
2023-10-30,-17.52780024785211
2023-10-31,-19.175933415950922
2023-11-01,-19.72531113865033
2023-11-02,-19.90843704621678
2023-11-03,-15.969479015405517
2023-11-06,-3.996298830377903
2023-11-07,4.763376729252824
2023-11-08,14.92112557641761
2023-11-09,15.87874890419702
2023-11-10,16.999961692654892
2023-11-13,18.999987230884965
2023-11-14,0.7985335177956424
2023-11-15,0.7319238452225473
2023-11-16,-13.089358718259241
2023-11-17,-9.2177218318256
2023-11-20,-9.715207926157724
2023-11-21,-4.613072192641482
2023-11-22,3.0285193147814375
2023-11-23,-0.6920076208599966
2023-11-24,-1.259268101449919
2023-11-27,-13.753089367149974
2023-11-28,-12.85102978904999
2023-11-29,-17.61700992968333
2023-11-30,-19.20566997656111
2023-12-01,-19.73522332552037
2023-12-04,-19.911741108506842
2023-12-05,-13.279191823972804
2023-12-06,-17.75973060799089
2023-12-07,-18.896014474930077
2023-12-08,-19.63200482497664
2023-12-11,-19.87733494165888
2023-12-12,-19.886052286489015
2023-12-13,-19.36309744846636
2023-12-14,-19.787699149488787
2023-12-15,-9.745757266353829
2023-12-18,2.4813287744632038
2023-12-19,14.160442924821012
2023-12-20,18.05348097494034
2023-12-21,15.055664829484636
2023-12-22,17.29483121943782
2023-12-25,15.965544340413174
2023-12-26,17.646172437795382
2023-12-27,17.74512054232817
2023-12-28,15.549137486767288
2023-12-29,15.553416199292505
2024-01-01,15.553416199292505
2024-01-02,15.553416199292505
2024-01-03,19.765969273646974
2024-01-04,14.753379659840407
2024-01-05,9.020780055772077
2024-01-08,16.42147477545955
2024-01-09,18.815917078066356
2024-01-10,19.60626939006653
2024-01-11,19.868863192533976
2024-01-12,19.956299576787416
2024-01-15,13.525390058291329
2024-01-16,8.29339594843813
2024-01-17,9.880294626356275
2024-01-18,7.603293996536807
2024-01-19,-3.7367614309626873
2024-01-22,-6.631901147483932
2024-01-23,-11.778357377581392
2024-01-24,-17.259452572375118
2024-01-25,-19.08648420336741
2024-01-26,-14.505338124392345
2024-01-29,-3.4928308205138565
2024-01-30,10.782031788300467
2024-01-31,16.92734392995557
2024-02-01,18.975781310043214
2024-02-02,19.658593770020754
2024-02-05,17.169544839931067
2024-02-06,19.05651494664567
2024-02-07,19.685504982215445
2024-02-08,12.755782420622817
2024-02-09,7.0789642250184714
2024-02-12,6.384811974377217
2024-02-13,-1.1451824356869496
2024-02-14,-9.418764515599454
2024-02-15,-2.247300090286324
2024-02-16,-14.082433363428777
2024-02-19,-12.997248041739388
2024-02-20,-17.665749347246464
2024-02-21,-19.221916449082155
2024-02-22,-19.74063881636072
