index,price
2023-09-19,
2023-09-20,
2023-09-21,
2023-09-22,
2023-09-25,
2023-09-26,
2023-09-27,
2023-09-28,
2023-09-29,
2023-10-02,
2023-10-03,
2023-10-04,19.140708915145005
2023-10-05,19.497645211930926
2023-10-06,19.69049231066834
2023-10-09,17.929675051049916
2023-10-10,17.45223901194206
2023-10-11,18.33597466315264
2023-10-12,18.276620562264597
2023-10-13,18.861218192130103
2023-10-16,19.245251950020837
2023-10-17,19.49878872918753
2023-10-18,19.63218028827886
2023-10-19,19.755208289720226
2023-10-20,19.5074726596745
2023-10-23,19.346199659471072
2023-10-24,19.56435452460731
2023-10-25,18.875770426548993
2023-10-26,17.213260308888117
2023-10-27,13.012705183740325
2023-10-30,8.36651298603265
2023-10-31,1.9592478875919423
2023-11-01,-3.0353650568512336
2023-11-02,-5.589619908327227
2023-11-03,-8.894502808944695
2023-11-06,-10.929722271977646
2023-11-07,-12.963373204028096
2023-11-08,-15.308942992183198
2023-11-09,-16.71003799570463
2023-11-10,-15.747066378941946
2023-11-13,-16.189102700038024
2023-11-14,-15.291378039044355
2023-11-15,-15.39750422253749
2023-11-16,-16.172862692345284
2023-11-17,-16.256163261318573
2023-11-20,-17.504109412239952
2023-11-21,-16.9263811351989
2023-11-22,-17.07105615002863
2023-11-23,-10.047369813876417
2023-11-24,-6.198246194478288
2023-11-27,-7.776608669258978
2023-11-28,-5.095516782851829
2023-11-29,-10.063677988363205
2023-11-30,-13.37578538474376
2023-12-01,-12.893798437890123
2023-12-04,-15.262532310733699
2023-12-05,-16.841688215514445
2023-12-06,-17.894458814057916
2023-12-07,-18.5963058776897
2023-12-08,-19.06420391919362
2023-12-11,-19.37613594645522
2023-12-12,-19.5840906311151
2023-12-13,-19.72272708747449
2023-12-14,-19.63893993787921
2023-12-15,-13.650629560873615
2023-12-18,-9.834634097325724
2023-12-19,-9.933808928329043
2023-12-20,-11.233405658613131
2023-12-21,-5.676971293549598
2023-12-22,2.8820191378663806
2023-12-25,5.116314645410551
2023-12-26,5.096411021468429
2023-12-27,-1.0049083756739872
2023-12-28,-2.9089326278180443
2023-12-29,-1.109099739293634
2024-01-01,-1.109099739293634
2024-01-02,-1.109099739293634
2024-01-03,1.196161720913429
2024-01-04,-0.5692906213793263
2024-01-05,-0.9143073852440579
2024-01-08,-2.2392088355291953
2024-01-09,-0.37531189909197754
2024-01-10,-1.2602922455645797
2024-01-11,-4.600992855095204
2024-01-12,-7.65527510935295
2024-01-15,-11.18348944214988
2024-01-16,-12.80461114504887
2024-01-17,-12.595671515514127
2024-01-18,-14.34399435537374
2024-01-19,-16.234726803716793
2024-01-22,-14.820459783675439
2024-01-23,-12.4141267664189
2024-01-24,-13.52776388763244
2024-01-25,-11.790390969423834
2024-01-26,-12.167186948736875
2024-01-29,-14.188660726933142
2024-01-30,-16.126097508381417
2024-01-31,-16.15303352298883
2024-02-01,-9.84868066208604
2024-02-02,-12.427983755938829
2024-02-05,-14.952072470029593
2024-02-06,-16.634752000958752
2024-02-07,-13.618526059131982
2024-02-08,-15.37788515101397
2024-02-09,-16.9186001443949
2024-02-12,-17.639223151399477
2024-02-13,-18.196265324032762
2024-02-14,-14.659572350357593
2024-02-15,-13.75772140178021
2024-02-16,-15.838482720753564
2024-02-19,-17.225655941049997
2024-02-20,-18.150437646869143
2024-02-21,-18.76695858806196
2024-02-22,-19.177972461737234
2024-02-23,-19.177972461737234
