DATETIME,price
2023-09-19 23:00:00,9336.0
2023-09-20 23:00:00,9213.0
2023-09-21 23:00:00,8828.0
2023-09-22 23:00:00,9031.0
2023-09-25 23:00:00,8937.0
2023-09-26 23:00:00,8987.0
2023-09-27 23:00:00,9073.0
2023-09-28 23:00:00,9038.0
2023-09-29 23:00:00,9084.0
2023-10-02 23:00:00,8921.0
2023-10-03 23:00:00,8984.0
2023-10-04 23:00:00,8954.0
2023-10-05 23:00:00,8957.0
2023-10-06 23:00:00,9030.0
2023-10-09 23:00:00,8971.0
2023-10-10 23:00:00,9211.0
2023-10-11 23:00:00,9143.0
2023-10-12 23:00:00,9127.0
2023-10-13 23:00:00,9123.0
2023-10-16 23:00:00,9174.0
2023-10-17 23:00:00,9135.0
2023-10-18 23:00:00,9155.0
2023-10-19 23:00:00,9097.0
2023-10-20 23:00:00,9029.0
2023-10-23 23:00:00,9110.0
2023-10-24 23:00:00,9083.0
2023-10-25 23:00:00,9014.0
2023-10-26 23:00:00,8905.0
2023-10-27 23:00:00,8889.0
2023-10-30 23:00:00,8854.0
2023-10-31 23:00:00,8850.0
2023-11-01 23:00:00,8870.0
2023-11-02 23:00:00,8882.0
2023-11-03 23:00:00,8839.0
2023-11-06 23:00:00,8858.0
2023-11-07 23:00:00,8875.0
2023-11-08 23:00:00,8923.0
2023-11-09 23:00:00,8943.0
2023-11-10 23:00:00,8883.0
2023-11-13 23:00:00,8886.0
2023-11-14 23:00:00,8611.0
2023-11-15 23:00:00,8709.0
2023-11-16 23:00:00,8565.0
2023-11-17 23:00:00,8453.0
2023-11-20 23:00:00,8425.0
2023-11-21 23:00:00,8469.0
2023-11-22 23:00:00,8450.0
2023-11-23 23:00:00,8419.0
2023-11-24 23:00:00,8384.0
2023-11-27 23:00:00,8346.0
2023-11-28 23:00:00,8336.0
2023-11-29 23:00:00,8455.0
2023-11-30 23:00:00,8287.0
2023-12-01 23:00:00,8264.0
2023-12-04 23:00:00,8317.0
2023-12-05 23:00:00,8352.0
2023-12-06 23:00:00,8290.0
2023-12-07 23:00:00,8450.0
2023-12-08 23:00:00,8760.0
2023-12-11 23:00:00,8721.0
2023-12-12 23:00:00,8929.0
2023-12-13 23:00:00,8870.0
2023-12-14 23:00:00,8763.0
2023-12-15 23:00:00,8824.0
2023-12-18 23:00:00,9085.0
2023-12-19 23:00:00,9074.0
2023-12-20 23:00:00,9065.0
2023-12-21 23:00:00,8975.0
2023-12-22 23:00:00,8876.0
2023-12-25 23:00:00,8816.0
2023-12-26 23:00:00,8781.0
2023-12-27 23:00:00,8773.0
2023-12-28 23:00:00,8786.0
2023-12-29 23:00:00,8738.0
2024-01-03 23:00:00,8740.0
2024-01-04 23:00:00,8846.0
2024-01-05 23:00:00,8864.0
2024-01-08 23:00:00,8845.0
2024-01-09 23:00:00,8901.0
2024-01-10 23:00:00,8892.0
2024-01-11 23:00:00,8915.0
2024-01-12 23:00:00,9056.0
2024-01-15 23:00:00,9250.0
2024-01-16 23:00:00,9084.0
2024-01-17 23:00:00,9025.0
2024-01-18 23:00:00,8965.0
2024-01-19 23:00:00,9010.0
2024-01-22 23:00:00,8944.0
2024-01-23 23:00:00,8875.0
2024-01-24 23:00:00,8767.0
2024-01-25 23:00:00,8827.0
2024-01-26 23:00:00,8804.0
2024-01-29 23:00:00,8720.0
2024-01-30 23:00:00,8773.0
2024-01-31 23:00:00,8807.0
2024-02-01 23:00:00,8767.0
2024-02-02 23:00:00,8730.0
2024-02-05 23:00:00,8712.0
2024-02-06 23:00:00,8745.0
2024-02-07 23:00:00,8703.0
2024-02-08 23:00:00,8594.0
2024-02-09 23:00:00,8546.0
2024-02-12 23:00:00,8423.0
2024-02-13 23:00:00,8413.0
2024-02-14 23:00:00,8461.0
2024-02-15 23:00:00,8428.0
2024-02-16 23:00:00,8451.0
2024-02-19 23:00:00,8550.0
2024-02-20 23:00:00,8626.0
2024-02-21 23:00:00,8579.0
2024-02-22 23:00:00,8597.0
2024-02-26 23:00:00,8692.0
2024-02-27 23:00:00,8818.0
2024-02-28 23:00:00,8726.0
2024-02-29 23:00:00,8691.0
2024-03-01 23:00:00,8741.0
2024-03-04 23:00:00,8850.0
2024-03-05 23:00:00,8870.0
2024-03-06 23:00:00,8961.0
2024-03-07 23:00:00,8951.0
2024-03-11 23:00:00,9020.0
2024-03-12 23:00:00,9025.0
2024-03-13 23:00:00,9011.0
2024-03-14 23:00:00,8912.0
2024-03-15 23:00:00,8878.0
2024-03-18 23:00:00,8913.0
2024-03-19 23:00:00,8905.0
2024-03-20 23:00:00,9161.0
2024-03-21 23:00:00,9089.0
2024-03-22 23:00:00,9164.0
2024-03-25 23:00:00,9065.0
2024-03-26 23:00:00,9109.0
2024-03-27 23:00:00,9170.0
2024-03-28 23:00:00,9236.0
2024-03-29 23:00:00,9370.0
2024-04-01 23:00:00,9333.0
2024-04-02 23:00:00,9396.0
2024-04-03 23:00:00,9335.0
2024-04-04 23:00:00,9308.0
2024-04-05 23:00:00,9214.0
2024-04-08 23:00:00,9287.0
2024-04-09 23:00:00,9080.0
2024-04-10 23:00:00,9132.0
2024-04-11 23:00:00,9095.0
2024-04-12 23:00:00,9105.0
2024-04-15 23:00:00,9095.0
2024-04-16 23:00:00,8920.0
2024-04-17 23:00:00,8856.0
2024-04-18 23:00:00,8784.0
2024-04-19 23:00:00,8871.0
2024-04-22 23:00:00,8955.0
2024-04-23 23:00:00,8863.0
2024-04-24 23:00:00,8837.0
2024-04-25 23:00:00,8815.0
2024-04-26 23:00:00,8900.0
2024-04-27 23:00:00,8941.0
2024-04-29 23:00:00,8896.0
2024-04-30 23:00:00,8868.0
