DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2023-09-18 23:00:00,61400.0,66000.0,61400.0,66000.0,6.0
2023-09-19 23:00:00,62000.0,67000.0,62000.0,67000.0,12.0
2023-10-04 23:00:00,71975.0,71975.0,62687.0,65731.0,5.0
2023-10-06 23:00:00,62706.0,65000.0,62705.0,65000.0,3.0
2023-10-09 23:00:00,65999.0,67999.0,63002.0,66399.0,5.0
2023-10-10 23:00:00,63102.0,63902.0,63102.0,63902.0,2.0
2023-10-11 23:00:00,66568.0,66568.0,66046.0,66489.0,3.0
2023-10-12 23:00:00,65690.0,66781.0,65690.0,66781.0,2.0
2023-10-16 23:00:00,66763.0,66763.0,66763.0,66763.0,1.0
2023-10-18 23:00:00,66999.0,67000.0,66999.0,67000.0,2.0
2023-10-19 23:00:00,67857.0,67857.0,65910.0,66998.0,3.0
2023-10-26 23:00:00,66971.0,67524.0,65401.0,66429.0,4.0
2023-10-27 23:00:00,66626.0,66627.0,66626.0,66627.0,2.0
2023-10-31 23:00:00,66234.0,66234.0,66234.0,66234.0,1.0
2023-11-01 23:00:00,65727.0,65748.0,65727.0,65748.0,2.0
2023-11-02 23:00:00,64501.0,64501.0,64501.0,64501.0,1.0
2023-11-07 23:00:00,65770.0,65770.0,65770.0,65770.0,1.0
2023-11-15 23:00:00,66009.0,66010.0,64201.0,64201.0,4.0
2023-11-29 23:00:00,65020.0,65020.0,65020.0,65020.0,1.0
2023-12-01 23:00:00,65700.0,65700.0,65700.0,65700.0,1.0
2023-12-06 23:00:00,64458.0,66392.0,64458.0,66392.0,2.0
2023-12-12 23:00:00,63703.0,63703.0,63201.0,63506.0,3.0
2023-12-15 23:00:00,64441.0,64444.0,64441.0,64444.0,3.0
2023-12-18 23:00:00,66580.0,66590.0,66580.0,66590.0,3.0
2023-12-19 23:00:00,64965.0,64965.0,64745.0,64745.0,3.0
2023-12-20 23:00:00,66020.0,67461.0,65877.0,66429.0,15.0
2023-12-21 23:00:00,67000.0,67044.0,66428.0,66428.0,5.0
2023-12-22 23:00:00,66547.0,67000.0,66547.0,66999.0,5.0
2023-12-25 23:00:00,67691.0,67997.0,67405.0,67997.0,11.0
2023-12-26 23:00:00,68499.0,69546.0,67906.0,69546.0,37.0
2023-12-27 23:00:00,69547.0,71316.0,69539.0,70045.0,67.0
2023-12-28 23:00:00,70225.0,71269.0,70225.0,71029.0,21.0
2023-12-29 23:00:00,70939.0,71171.0,70813.0,71171.0,10.0
2024-01-03 23:00:00,71205.0,71888.0,71205.0,71888.0,10.0
2024-01-04 23:00:00,71882.0,72607.0,71881.0,72402.0,16.0
2024-01-05 23:00:00,72251.0,72251.0,71784.0,71995.0,12.0
2024-01-08 23:00:00,72368.0,75699.0,72368.0,72948.0,43.0
2024-01-09 23:00:00,72950.0,73551.0,72260.0,72400.0,27.0
2024-01-10 23:00:00,72902.0,73757.0,72199.0,73650.0,16.0
2024-01-11 23:00:00,73049.0,73050.0,72800.0,72829.0,10.0
2024-01-12 23:00:00,73198.0,74350.0,73020.0,74300.0,26.0
2024-01-15 23:00:00,73847.0,74283.0,73436.0,73436.0,4.0
2024-01-16 23:00:00,74000.0,74200.0,73809.0,73809.0,4.0
2024-01-17 23:00:00,73553.0,74150.0,73553.0,73975.0,12.0
2024-01-18 23:00:00,73650.0,73650.0,73579.0,73579.0,2.0
2024-01-19 23:00:00,74131.0,74132.0,73300.0,73300.0,5.0
2024-01-22 23:00:00,73766.0,73766.0,72642.0,72642.0,6.0
2024-01-23 23:00:00,72800.0,72800.0,72800.0,72800.0,2.0
2024-01-24 23:00:00,73568.0,73639.0,72902.0,72902.0,12.0
2024-01-25 23:00:00,73033.0,73033.0,73033.0,73033.0,1.0
