DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2023-09-20 23:00:00,60310.0,60310.0,60310.0,60310.0,1.0
2023-09-21 23:00:00,66090.0,66090.0,60330.0,60330.0,2.0
2023-09-22 23:00:00,61300.0,61300.0,61300.0,61300.0,1.0
2023-09-25 23:00:00,62480.0,62480.0,62330.0,62330.0,4.0
2023-09-29 23:00:00,60330.0,61710.0,60330.0,61710.0,3.0
2023-10-06 23:00:00,61120.0,61120.0,61120.0,61120.0,2.0
2023-10-09 23:00:00,59270.0,59270.0,59270.0,59270.0,1.0
2023-10-11 23:00:00,61340.0,61340.0,59480.0,59480.0,6.0
2023-10-20 23:00:00,60400.0,60400.0,60400.0,60400.0,2.0
2023-10-23 23:00:00,62150.0,62150.0,62150.0,62150.0,1.0
2023-10-25 23:00:00,57480.0,57480.0,57480.0,57480.0,3.0
2023-10-31 23:00:00,63000.0,63000.0,63000.0,63000.0,1.0
2023-11-01 23:00:00,58830.0,58830.0,58590.0,58590.0,36.0
2023-11-03 23:00:00,57940.0,57940.0,57940.0,57940.0,1.0
2023-11-06 23:00:00,56970.0,56970.0,56960.0,56960.0,4.0
2023-11-07 23:00:00,56770.0,56770.0,56770.0,56770.0,1.0
2023-11-15 23:00:00,55910.0,56180.0,55910.0,56180.0,2.0
2023-11-16 23:00:00,54790.0,55920.0,54790.0,55920.0,41.0
2023-11-17 23:00:00,59650.0,59650.0,53000.0,55520.0,8.0
2023-11-20 23:00:00,55670.0,55900.0,55670.0,55860.0,45.0
2023-11-21 23:00:00,55130.0,55130.0,55130.0,55130.0,1.0
2023-11-24 23:00:00,54700.0,55000.0,54700.0,55000.0,101.0
2023-11-28 23:00:00,57850.0,57850.0,52580.0,54080.0,5.0
2023-11-29 23:00:00,55250.0,55490.0,55250.0,55490.0,200.0
2023-12-01 23:00:00,55830.0,55830.0,55830.0,55830.0,1.0
2023-12-05 23:00:00,54510.0,54510.0,54510.0,54510.0,31.0
2023-12-07 23:00:00,54850.0,54850.0,54850.0,54850.0,1.0
2024-01-11 23:00:00,52260.0,56130.0,52260.0,54230.0,9.0
2024-01-12 23:00:00,54220.0,54220.0,54220.0,54220.0,12.0
2024-01-15 23:00:00,54220.0,55040.0,54220.0,55040.0,6.0
2024-01-16 23:00:00,55000.0,55000.0,55000.0,55000.0,50.0
2024-01-17 23:00:00,54530.0,55260.0,54530.0,55260.0,3.0
2024-01-23 23:00:00,55950.0,55950.0,55950.0,55950.0,1.0
2024-01-24 23:00:00,55950.0,55950.0,55950.0,55950.0,1.0
2024-01-25 23:00:00,56680.0,56680.0,56630.0,56630.0,51.0
2024-01-31 23:00:00,56900.0,56900.0,56900.0,56900.0,1.0
2024-02-02 23:00:00,56900.0,56900.0,56740.0,56740.0,49.0
2024-02-07 23:00:00,56940.0,56940.0,56940.0,56940.0,10.0
2024-02-08 23:00:00,56030.0,57460.0,56020.0,57460.0,5.0
2024-02-09 23:00:00,57460.0,59630.0,57190.0,57200.0,99.0
2024-02-12 23:00:00,57790.0,57790.0,56000.0,56000.0,2.0
2024-02-13 23:00:00,57090.0,57090.0,57080.0,57080.0,6.0
2024-02-14 23:00:00,57940.0,57940.0,57090.0,57090.0,4.0
2024-02-15 23:00:00,57930.0,57930.0,57590.0,57590.0,2.0
2024-02-16 23:00:00,57690.0,58510.0,57260.0,57260.0,53.0
2024-02-19 23:00:00,57580.0,57580.0,57580.0,57580.0,1.0
2024-02-20 23:00:00,57170.0,57170.0,57160.0,57160.0,33.0
2024-02-21 23:00:00,57190.0,58510.0,57190.0,57740.0,3.0
2024-02-27 23:00:00,58950.0,59210.0,58950.0,59210.0,580.0
2024-02-28 23:00:00,60820.0,60990.0,57290.0,59420.0,115.0
2024-02-29 23:00:00,59130.0,59230.0,58000.0,58000.0,28.0
2024-03-01 23:00:00,58000.0,59510.0,58000.0,59510.0,25.0
2024-03-04 23:00:00,59520.0,59520.0,59450.0,59450.0,17.0
2024-03-05 23:00:00,60960.0,60990.0,59650.0,59650.0,14.0
2024-03-06 23:00:00,59950.0,59950.0,59950.0,59950.0,1.0
2024-03-07 23:00:00,59650.0,59650.0,59500.0,59500.0,307.0
2024-03-11 23:00:00,58560.0,59930.0,58560.0,59650.0,4.0
2024-03-12 23:00:00,59960.0,60870.0,59760.0,59760.0,12.0
2024-03-13 23:00:00,59990.0,60000.0,59690.0,59990.0,33.0
2024-03-14 23:00:00,59540.0,60190.0,59540.0,59900.0,30.0
2024-03-15 23:00:00,60050.0,60050.0,60050.0,60050.0,1.0
