DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2024-01-16 23:00:00,24368.0,24369.0,24368.0,24369.0,6.0
2024-01-22 23:00:00,22499.0,22499.0,22499.0,22499.0,1.0
2024-01-23 23:00:00,22499.0,22500.0,22499.0,22500.0,2.0
2024-02-01 23:00:00,21400.0,21400.0,20445.0,20445.0,4.0
2024-02-02 23:00:00,19129.0,21301.0,19127.0,19856.0,7.0
2024-02-05 23:00:00,20400.0,21185.0,20000.0,20000.0,4.0
2024-02-06 23:00:00,20000.0,21100.0,19683.0,21100.0,8.0
2024-02-07 23:00:00,20959.0,21395.0,20003.0,21395.0,5.0
2024-02-12 23:00:00,21000.0,21000.0,21000.0,21000.0,2.0
2024-02-15 23:00:00,19970.0,19970.0,19970.0,19970.0,1.0
2024-02-16 23:00:00,21165.0,21165.0,21165.0,21165.0,1.0
2024-02-19 23:00:00,21196.0,21869.0,21196.0,21399.0,9.0
2024-02-20 23:00:00,19567.0,21374.0,19180.0,20284.0,66.0
2024-02-21 23:00:00,20290.0,20290.0,18650.0,20100.0,17.0
2024-02-27 23:00:00,20000.0,21065.0,19875.0,19875.0,4.0
2024-02-29 23:00:00,20007.0,20007.0,20007.0,20007.0,1.0
2024-03-01 23:00:00,20731.0,20742.0,20731.0,20742.0,2.0
2024-03-04 23:00:00,21371.0,23783.0,20230.0,20620.0,238.0
2024-03-05 23:00:00,21455.0,21458.0,21455.0,21458.0,5.0
2024-03-06 23:00:00,21199.0,21199.0,21199.0,21199.0,1.0
2024-03-07 23:00:00,22071.0,22182.0,22071.0,22182.0,22.0
2024-03-11 23:00:00,20961.0,20961.0,20961.0,20961.0,1.0
2024-03-13 23:00:00,22099.0,22099.0,22099.0,22099.0,1.0
2024-03-14 23:00:00,21002.0,21002.0,20786.0,20787.0,15.0
2024-03-15 23:00:00,21100.0,21100.0,21050.0,21050.0,2.0
2024-03-19 23:00:00,21263.0,21263.0,21263.0,21263.0,1.0
2024-03-20 23:00:00,20871.0,21512.0,20871.0,21512.0,15.0
2024-03-21 23:00:00,21357.0,21550.0,21357.0,21550.0,8.0
2024-03-22 23:00:00,21844.0,22216.0,21664.0,21997.0,34.0
2024-03-25 23:00:00,21749.0,22238.0,21510.0,22159.0,18.0
2024-03-26 23:00:00,22136.0,22485.0,22136.0,22310.0,9.0
2024-03-27 23:00:00,22496.0,22699.0,22354.0,22354.0,13.0
2024-03-28 23:00:00,22700.0,22700.0,22336.0,22336.0,5.0
2024-03-29 23:00:00,22539.0,22579.0,22245.0,22579.0,16.0
2024-04-01 23:00:00,22547.0,22685.0,22332.0,22332.0,31.0
2024-04-02 23:00:00,22484.0,22503.0,22141.0,22141.0,56.0
2024-04-03 23:00:00,22364.0,22364.0,22110.0,22176.0,22.0
2024-04-04 23:00:00,22296.0,22493.0,22104.0,22434.0,35.0
2024-04-05 23:00:00,22505.0,22505.0,21935.0,21977.0,109.0
2024-04-08 23:00:00,22165.0,22165.0,21695.0,21835.0,68.0
2024-04-09 23:00:00,21836.0,21872.0,21427.0,21585.0,65.0
2024-04-10 23:00:00,21639.0,21895.0,21002.0,21666.0,243.0
2024-04-11 23:00:00,21830.0,22164.0,21830.0,22082.0,54.0
2024-04-12 23:00:00,21917.0,22071.0,21657.0,21785.0,41.0
2024-04-15 23:00:00,21923.0,21945.0,21795.0,21795.0,38.0
2024-04-16 23:00:00,21795.0,21859.0,21741.0,21849.0,21.0
2024-04-17 23:00:00,21829.0,21890.0,21750.0,21750.0,22.0
2024-04-18 23:00:00,21579.0,21860.0,21548.0,21800.0,44.0
2024-04-19 23:00:00,21782.0,21819.0,21587.0,21587.0,20.0
2024-04-22 23:00:00,21600.0,21719.0,21600.0,21719.0,12.0
2024-04-23 23:00:00,21719.0,22100.0,21477.0,21800.0,68.0
2024-04-24 23:00:00,21750.0,21842.0,21750.0,21785.0,20.0
2024-04-26 23:00:00,21910.0,22098.0,21910.0,21929.0,23.0
2024-04-27 23:00:00,22098.0,22098.0,22009.0,22096.0,3.0
2024-04-29 23:00:00,21989.0,22370.0,21910.0,22348.0,18.0
2024-04-30 23:00:00,22435.0,22783.0,22375.0,22566.0,9.0
2024-05-02 23:00:00,22567.0,22780.0,22524.0,22524.0,33.0
2024-05-03 23:00:00,22507.0,22796.0,22507.0,22796.0,30.0
2024-05-07 23:00:00,22504.0,22842.0,22502.0,22842.0,14.0
2024-05-08 23:00:00,22813.0,23044.0,22812.0,23043.0,10.0
2024-05-10 23:00:00,23214.0,23315.0,23202.0,23315.0,16.0
2024-05-13 23:00:00,23378.0,24216.0,23378.0,23924.0,44.0
2024-05-14 23:00:00,23918.0,23981.0,23800.0,23849.0,20.0
2024-05-15 23:00:00,23879.0,23880.0,23137.0,23744.0,51.0
2024-05-16 23:00:00,23735.0,23736.0,23510.0,23510.0,7.0
2024-05-17 23:00:00,23406.0,23525.0,23376.0,23525.0,7.0
2024-05-20 23:00:00,23500.0,23500.0,23381.0,23398.0,15.0
2024-05-21 23:00:00,23370.0,24038.0,23359.0,24038.0,113.0
2024-05-22 23:00:00,23992.0,24057.0,22800.0,23901.0,97.0
2024-05-23 23:00:00,23992.0,24311.0,23972.0,24197.0,76.0
2024-05-24 23:00:00,24195.0,24387.0,23670.0,23850.0,50.0
2024-05-27 23:00:00,23948.0,24049.0,22532.0,22815.0,205.0
2024-05-28 23:00:00,22815.0,23170.0,22418.0,22510.0,170.0
2024-05-29 23:00:00,22454.0,22454.0,21582.0,22082.0,219.0
2024-05-30 23:00:00,22144.0,22483.0,21847.0,21847.0,52.0
2024-05-31 23:00:00,21886.0,21886.0,20502.0,20502.0,211.0
2024-06-03 23:00:00,20614.0,20648.0,19451.0,20437.0,311.0
2024-06-04 23:00:00,20220.0,20700.0,20162.0,20593.0,222.0
2024-06-05 23:00:00,20538.0,20966.0,20202.0,20592.0,498.0
2024-06-06 23:00:00,20600.0,20659.0,20088.0,20266.0,214.0
2024-06-07 23:00:00,20310.0,20619.0,20105.0,20374.0,465.0
2024-06-10 23:00:00,20344.0,20689.0,19809.0,19809.0,554.0
2024-06-11 23:00:00,19809.0,19875.0,19241.0,19364.0,913.0
2024-06-13 23:00:00,19393.0,19900.0,18404.0,19626.0,586.0
2024-06-14 23:00:00,19652.0,19823.0,19188.0,19770.0,649.0
2024-06-17 23:00:00,19602.0,19835.0,19308.0,19390.0,619.0
2024-06-18 23:00:00,19376.0,19590.0,18872.0,18993.0,1313.0
2024-06-19 23:00:00,18991.0,18991.0,17854.0,18147.0,2906.0
2024-06-20 23:00:00,18001.0,18572.0,17642.0,18564.0,4728.0
2024-06-21 23:00:00,18496.0,18750.0,18294.0,18456.0,3115.0
2024-06-24 23:00:00,18456.0,18512.0,17915.0,17968.0,3011.0
2024-06-25 23:00:00,18000.0,18080.0,17714.0,18059.0,3068.0
2024-06-26 23:00:00,18060.0,18724.0,17918.0,18063.0,5163.0
2024-06-27 23:00:00,18087.0,18401.0,17903.0,18189.0,4551.0
2024-06-28 23:00:00,18182.0,18351.0,18020.0,18072.0,3681.0
