DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2023-03-20 23:00:00,3026.0,3065.0,3026.0,3065.0,33.0
2023-03-22 23:00:00,2986.0,2989.0,2986.0,2989.0,41.0
2023-03-24 23:00:00,3044.0,3045.0,3044.0,3045.0,2.0
2023-03-27 23:00:00,3045.0,3257.0,3045.0,3257.0,25.0
2023-03-28 23:00:00,3347.0,3361.0,3280.0,3280.0,4.0
2023-03-29 23:00:00,3242.0,3242.0,3242.0,3242.0,1.0
2023-03-30 23:00:00,3181.0,3343.0,3181.0,3343.0,3.0
2023-03-31 23:00:00,3251.0,3251.0,3250.0,3250.0,4.0
2023-04-04 23:00:00,3348.0,3350.0,3348.0,3350.0,8.0
2023-04-05 23:00:00,3183.0,3183.0,3183.0,3183.0,1.0
2023-04-06 23:00:00,3300.0,3300.0,3242.0,3242.0,2.0
2023-04-10 23:00:00,3380.0,3380.0,3320.0,3320.0,3.0
2023-04-11 23:00:00,3403.0,3403.0,3403.0,3403.0,2.0
2023-04-12 23:00:00,3499.0,3500.0,3433.0,3471.0,7.0
2023-04-14 23:00:00,3520.0,3520.0,3520.0,3520.0,5.0
2023-04-17 23:00:00,3562.0,3759.0,3562.0,3612.0,18.0
2023-04-18 23:00:00,3611.0,3742.0,3611.0,3622.0,14.0
2023-04-19 23:00:00,3707.0,3714.0,3653.0,3654.0,22.0
2023-04-20 23:00:00,3859.0,3888.0,3705.0,3888.0,14.0
2023-04-21 23:00:00,3802.0,3999.0,3802.0,3983.0,67.0
2023-04-24 23:00:00,3901.0,4010.0,3768.0,3875.0,73.0
2023-04-25 23:00:00,3923.0,3923.0,3801.0,3879.0,61.0
2023-04-26 23:00:00,3803.0,3848.0,3800.0,3845.0,28.0
2023-04-27 23:00:00,3845.0,4070.0,3845.0,4059.0,99.0
2023-04-28 23:00:00,3980.0,4229.0,3909.0,4051.0,334.0
2023-05-02 23:00:00,4045.0,4202.0,3958.0,4113.0,93.0
2023-05-03 23:00:00,4080.0,4080.0,3850.0,3851.0,132.0
2023-05-04 23:00:00,3850.0,3850.0,3698.0,3777.0,106.0
2023-05-05 23:00:00,3815.0,3829.0,3777.0,3829.0,11.0
2023-05-08 23:00:00,3829.0,3829.0,3639.0,3674.0,49.0
2023-05-10 23:00:00,3768.0,3997.0,3653.0,3916.0,98.0
2023-05-11 23:00:00,3916.0,4199.0,3753.0,3984.0,24.0
2023-05-12 23:00:00,3854.0,3914.0,3800.0,3900.0,34.0
2023-05-15 23:00:00,4048.0,4048.0,4039.0,4047.0,19.0
2023-05-17 23:00:00,4049.0,4049.0,4049.0,4049.0,2.0
2023-05-18 23:00:00,3973.0,4048.0,3947.0,3947.0,5.0
2023-05-19 23:00:00,4048.0,4048.0,4048.0,4048.0,1.0
2023-05-22 23:00:00,4050.0,4108.0,4036.0,4036.0,8.0
2023-05-23 23:00:00,3997.0,4011.0,3996.0,3996.0,43.0
2023-05-24 23:00:00,3996.0,3996.0,3996.0,3996.0,1.0
2023-05-25 23:00:00,4040.0,4133.0,4036.0,4036.0,10.0
2023-05-26 23:00:00,4041.0,4090.0,4040.0,4090.0,13.0
2023-05-29 23:00:00,4106.0,4155.0,4094.0,4155.0,17.0
2023-05-30 23:00:00,4125.0,4153.0,4079.0,4148.0,39.0
2023-05-31 23:00:00,4160.0,4162.0,4087.0,4087.0,32.0
2023-06-01 23:00:00,4138.0,4138.0,3935.0,3940.0,61.0
2023-06-02 23:00:00,4066.0,4214.0,3950.0,4085.0,182.0
