DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2023-12-20 23:00:00,15686.0,15686.0,15686.0,15686.0,2.0
2023-12-22 23:00:00,15314.0,15314.0,15314.0,15314.0,1.0
2023-12-25 23:00:00,15200.0,15314.0,15200.0,15314.0,2.0
2023-12-27 23:00:00,14899.0,14899.0,14899.0,14899.0,1.0
2024-01-04 23:00:00,14888.0,14899.0,14888.0,14899.0,2.0
2024-01-05 23:00:00,14100.0,15499.0,14019.0,15400.0,33.0
2024-01-08 23:00:00,14954.0,14954.0,14954.0,14954.0,3.0
2024-01-09 23:00:00,15350.0,15350.0,14500.0,14500.0,10.0
2024-01-11 23:00:00,15187.0,15243.0,15187.0,15243.0,8.0
2024-01-16 23:00:00,15547.0,15547.0,15547.0,15547.0,1.0
2024-01-17 23:00:00,15449.0,15449.0,15449.0,15449.0,1.0
2024-01-18 23:00:00,15643.0,15643.0,15275.0,15275.0,2.0
2024-01-22 23:00:00,15080.0,15080.0,15080.0,15080.0,1.0
2024-01-23 23:00:00,15101.0,15101.0,15101.0,15101.0,1.0
2024-01-24 23:00:00,15107.0,15107.0,15107.0,15107.0,1.0
2024-01-25 23:00:00,15392.0,15400.0,15392.0,15400.0,23.0
2024-01-26 23:00:00,15600.0,15600.0,15100.0,15100.0,2.0
2024-02-09 23:00:00,15100.0,15100.0,15100.0,15100.0,2.0
2024-02-29 23:00:00,14899.0,14899.0,14001.0,14470.0,4.0
2024-03-01 23:00:00,15100.0,15200.0,15100.0,15200.0,3.0
2024-03-04 23:00:00,14506.0,14506.0,14506.0,14506.0,1.0
2024-03-05 23:00:00,14790.0,14790.0,14522.0,14522.0,4.0
2024-03-06 23:00:00,15022.0,15022.0,15022.0,15022.0,4.0
2024-03-11 23:00:00,14442.0,14946.0,14442.0,14946.0,6.0
2024-03-12 23:00:00,15299.0,15299.0,15299.0,15299.0,1.0
2024-03-13 23:00:00,14877.0,14877.0,14874.0,14874.0,2.0
