DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2022-12-19 23:00:00,1015.0,1015.0,1015.0,1015.0,1.0
2023-01-12 23:00:00,1015.5,1015.5,1015.5,1015.5,1.0
2023-02-02 23:00:00,1017.5,1017.5,1017.5,1017.5,1.0
2023-02-03 23:00:00,962.5,1017.5,957.5,1017.5,3.0
2023-02-08 23:00:00,1019.5,1019.5,1016.0,1016.0,2.0
2023-02-13 23:00:00,948.0,948.0,948.0,948.0,1.0
2023-02-15 23:00:00,986.0,1050.0,986.0,990.5,15.0
2023-02-16 23:00:00,964.5,964.5,964.5,964.5,1.0
2023-02-17 23:00:00,948.0,948.0,948.0,948.0,1.0
2023-02-21 23:00:00,968.0,969.0,930.0,969.0,3.0
2023-02-22 23:00:00,979.0,979.0,930.5,930.5,4.0
2023-02-27 23:00:00,960.0,960.0,960.0,960.0,1.0
2023-03-02 23:00:00,984.0,984.0,984.0,984.0,1.0
2023-03-14 23:00:00,987.5,993.0,953.5,953.5,6.0
2023-03-15 23:00:00,955.5,955.5,938.0,938.0,2.0
2023-03-16 23:00:00,938.0,970.5,937.0,970.5,14.0
2023-03-17 23:00:00,975.5,975.5,975.5,975.5,1.0
2023-03-20 23:00:00,973.0,980.0,973.0,980.0,2.0
2023-03-23 23:00:00,990.0,990.0,990.0,990.0,1.0
2023-03-27 23:00:00,980.0,990.0,980.0,990.0,2.0
2023-03-29 23:00:00,1014.5,1014.5,998.5,998.5,2.0
2023-03-31 23:00:00,1000.0,1000.0,971.0,971.0,5.0
2023-04-03 23:00:00,977.0,1004.5,964.5,977.0,13.0
2023-04-04 23:00:00,999.5,999.5,981.0,981.0,3.0
2023-04-05 23:00:00,995.0,997.5,978.5,980.0,11.0
2023-04-06 23:00:00,979.0,979.0,979.0,979.0,1.0
2023-04-07 23:00:00,976.0,980.0,975.0,980.0,6.0
2023-04-10 23:00:00,1003.0,1003.0,1003.0,1003.0,1.0
2023-04-11 23:00:00,986.5,998.5,986.5,998.5,2.0
2023-04-12 23:00:00,998.5,998.5,998.5,998.5,1.0
2023-04-17 23:00:00,962.0,1020.0,962.0,1020.0,3.0
2023-04-18 23:00:00,990.5,1039.0,990.5,1034.5,5.0
2023-04-19 23:00:00,1022.5,1025.0,1022.5,1025.0,2.0
2023-04-20 23:00:00,1004.0,1004.0,1004.0,1004.0,1.0
2023-04-25 23:00:00,1033.0,1033.0,1033.0,1033.0,20.0
2023-04-26 23:00:00,1028.5,1028.5,1027.5,1027.5,2.0
2023-04-27 23:00:00,992.5,1020.0,992.5,1020.0,6.0
2023-04-28 23:00:00,1034.5,1045.0,1020.0,1020.0,4.0
2023-05-02 23:00:00,1040.5,1042.5,1024.5,1024.5,7.0
2023-05-03 23:00:00,1024.5,1024.5,995.0,999.0,10.0
2023-05-04 23:00:00,994.5,1009.0,994.5,1009.0,5.0
2023-05-05 23:00:00,1009.0,1052.5,1009.0,1025.0,12.0
2023-05-08 23:00:00,1026.0,1026.0,1026.0,1026.0,1.0
2023-05-10 23:00:00,1048.0,1054.0,1048.0,1054.0,13.0
2023-05-11 23:00:00,1059.5,1074.0,1025.0,1031.0,30.0
2023-05-12 23:00:00,1064.0,1064.0,1031.0,1031.5,16.0
2023-05-15 23:00:00,1039.5,1052.5,1028.0,1028.0,7.0
2023-05-16 23:00:00,1047.5,1047.5,1047.5,1047.5,1.0
2023-05-17 23:00:00,1043.5,1043.5,1043.5,1043.5,1.0
2023-05-18 23:00:00,1059.0,1061.0,1059.0,1061.0,3.0
2023-05-22 23:00:00,1032.5,1053.0,1019.5,1019.5,20.0
2023-05-23 23:00:00,1026.0,1052.0,1019.0,1045.5,10.0
2023-05-24 23:00:00,1055.0,1055.0,1055.0,1055.0,1.0
2023-05-25 23:00:00,1056.0,1056.0,1050.0,1050.0,3.0
2023-05-26 23:00:00,1043.0,1055.0,1043.0,1055.0,3.0
2023-05-29 23:00:00,1051.0,1064.5,1051.0,1064.0,11.0
2023-05-30 23:00:00,1050.5,1064.5,1050.5,1064.5,4.0
2023-05-31 23:00:00,1042.0,1056.0,1042.0,1056.0,3.0
2023-06-01 23:00:00,1060.0,1060.0,1038.0,1059.5,8.0
2023-06-02 23:00:00,1055.0,1063.5,1052.5,1052.5,9.0
2023-06-05 23:00:00,1053.0,1058.0,1049.0,1049.0,4.0
2023-06-06 23:00:00,1049.0,1049.0,1025.5,1042.0,21.0
2023-06-07 23:00:00,1042.0,1042.0,1036.0,1036.0,11.0
2023-06-08 23:00:00,1036.0,1036.0,1035.5,1035.5,5.0
2023-06-09 23:00:00,1034.0,1039.0,1034.0,1039.0,2.0
2023-06-13 23:00:00,1037.0,1037.0,1033.5,1033.5,12.0
2023-06-14 23:00:00,1033.0,1042.0,1033.0,1041.0,34.0
2023-06-15 23:00:00,1040.5,1057.0,1040.0,1057.0,80.0
2023-06-16 23:00:00,1057.5,1057.5,1049.5,1049.5,259.0
2023-06-19 23:00:00,1048.5,1052.0,1044.5,1050.0,87.0
2023-06-20 23:00:00,1049.5,1051.5,1039.5,1041.5,116.0
2023-06-21 23:00:00,1043.5,1063.5,1041.5,1062.5,133.0
2023-06-22 23:00:00,1063.5,1064.5,1057.0,1057.0,86.0
2023-06-23 23:00:00,1057.5,1057.5,1043.0,1049.5,163.0
2023-06-26 23:00:00,1048.5,1049.5,1017.5,1031.5,701.0
2023-06-27 23:00:00,1031.5,1034.0,1016.5,1032.0,457.0
2023-06-28 23:00:00,1031.0,1031.5,1018.0,1022.5,169.0
2023-06-29 23:00:00,1020.5,1023.0,1010.0,1013.0,149.0
2023-06-30 23:00:00,1011.0,1011.5,995.5,997.5,606.0
2023-07-03 23:00:00,996.5,1010.0,995.5,1010.0,320.0
2023-07-04 23:00:00,1009.0,1012.0,996.0,1009.0,1673.0
2023-07-05 23:00:00,1008.5,1009.0,999.0,999.0,531.0
2023-07-06 23:00:00,999.5,1003.0,986.5,1000.5,446.0
2023-07-07 23:00:00,1000.0,1012.5,996.5,1003.0,605.0
2023-07-10 23:00:00,1003.0,1019.5,997.5,1019.5,983.0
2023-07-11 23:00:00,1020.5,1026.5,1017.0,1024.0,202.0
2023-07-12 23:00:00,1024.5,1029.5,1021.0,1026.0,150.0
2023-07-13 23:00:00,1026.5,1034.5,1023.0,1031.5,368.0
2023-07-14 23:00:00,1031.5,1032.0,1024.5,1030.5,193.0
2023-07-17 23:00:00,1032.0,1037.0,1021.0,1030.5,443.0
2023-07-18 23:00:00,1028.0,1042.5,1028.0,1042.5,223.0
2023-07-19 23:00:00,1043.0,1045.0,1037.0,1040.0,114.0
2023-07-20 23:00:00,1038.0,1044.0,1033.5,1041.0,168.0
2023-07-21 23:00:00,1038.5,1044.5,1032.5,1035.0,308.0
2023-07-24 23:00:00,1034.0,1044.0,1033.0,1042.5,184.0
2023-07-25 23:00:00,1041.0,1052.0,1041.0,1051.0,360.0
2023-07-26 23:00:00,1052.5,1057.5,1052.0,1057.0,628.0
2023-07-27 23:00:00,1055.5,1063.5,1054.5,1059.0,234.0
2023-07-28 23:00:00,1056.5,1058.0,1051.0,1054.5,147.0
2023-07-31 23:00:00,1055.5,1076.5,1053.5,1076.5,401.0
2023-08-01 23:00:00,1076.5,1085.0,1073.5,1080.0,275.0
2023-08-02 23:00:00,1078.5,1082.0,1066.0,1066.0,204.0
