DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2022-09-02 23:00:00,122700.0,122700.0,122700.0,122700.0,1.0
2022-09-05 23:00:00,123150.0,123150.0,123150.0,123150.0,1.0
2022-09-09 23:00:00,115510.0,115510.0,115510.0,115510.0,1.0
2022-09-12 23:00:00,117290.0,117290.0,117290.0,117290.0,1.0
2022-09-16 23:00:00,115470.0,115470.0,114500.0,114500.0,2.0
2022-10-24 23:00:00,104420.0,104420.0,104420.0,104420.0,1.0
2022-12-05 23:00:00,92500.0,116500.0,92500.0,116200.0,6.0
2022-12-14 23:00:00,101460.0,105390.0,101460.0,105390.0,2.0
2022-12-15 23:00:00,104810.0,104810.0,104810.0,104810.0,1.0
2022-12-19 23:00:00,100000.0,100000.0,100000.0,100000.0,1.0
2022-12-20 23:00:00,103060.0,103060.0,103060.0,103060.0,1.0
2022-12-21 23:00:00,100000.0,100000.0,100000.0,100000.0,1.0
2022-12-22 23:00:00,100000.0,100000.0,100000.0,100000.0,1.0
2022-12-23 23:00:00,101660.0,101660.0,101660.0,101660.0,1.0
2022-12-26 23:00:00,100020.0,108860.0,100020.0,108860.0,2.0
2022-12-27 23:00:00,100000.0,100000.0,100000.0,100000.0,5.0
2022-12-28 23:00:00,100000.0,100000.0,100000.0,100000.0,4.0
2022-12-30 23:00:00,100010.0,100010.0,100010.0,100010.0,5.0
2023-01-09 23:00:00,100010.0,100010.0,100010.0,100010.0,1.0
2023-01-31 23:00:00,101000.0,101000.0,100790.0,100790.0,2.0
2023-02-13 23:00:00,100830.0,100830.0,100830.0,100830.0,1.0
2023-02-21 23:00:00,97070.0,97070.0,97070.0,97070.0,1.0
2023-02-27 23:00:00,97460.0,97460.0,97460.0,97460.0,1.0
2023-03-07 23:00:00,97460.0,108240.0,97460.0,100190.0,15.0
2023-03-09 23:00:00,98160.0,98160.0,95750.0,98070.0,7.0
2023-03-17 23:00:00,96100.0,96100.0,96100.0,96100.0,1.0
2023-03-21 23:00:00,100010.0,100010.0,100010.0,100010.0,1.0
